@relation relation_name
@attribute Number1 real
@attribute Number2 real
@attribute Number3 real
@attribute Number4 real
@attribute Number5 real
@attribute Number6 real
@attribute Number7 real
@attribute Number8 real
@attribute Number9 real
@attribute Number10 real
@attribute Number11 real
@attribute Number12 real
@attribute Number13 real
@attribute Number14 real
@attribute Number15 real
@attribute Number16 real
@attribute Number17 real
@attribute Number18 real
@attribute Number19 real
@attribute Number20 real
@attribute Number21 real
@attribute Number22 real
@attribute Number23 real
@attribute Number24 real
@attribute Number25 real
@attribute Number26 real
@attribute Number27 real
@attribute Number28 real
@attribute Number29 real
@attribute Number30 real
@attribute Number31 real
@attribute Number32 real
@attribute Number33 real
@attribute Number34 real
@attribute Number35 real
@attribute Number36 real
@attribute Number37 real
@attribute Number38 real
@attribute Number39 real
@attribute Number40 real
@attribute class {True, False}
@data
-0.3027147,0.6194327,-0.66851926,-0.058350686,-0.7110641,-0.6481705,0.19258147,0.28569254,0.29752523,-0.1457241,0.2675632,-0.47711644,0.07684891,0.49093223,-0.146976,0.21735132,-0.99213374,-0.32460645,0.28759602,0.07686756,-0.22667657,0.7890293,-0.408289,0.75435096,-0.7737129,-0.53096926,0.5597548000000001,0.11850564,0.28355798,-0.34430814,0.54893565,-0.22881149,0.15095922,0.15239763,-0.019024367,-0.27578896,-0.51356715,-0.2008656,0.33360058,0.16382214,True
-0.16173379,0.45716530000000005,-0.27823990000000004,1.3575027,-0.5990911,-0.6677843000000001,0.381721,0.22547336,-0.24420282,-0.86084545,0.72869533,-0.82955694,-0.8386433000000001,1.3396093999999998,0.025083676000000003,1.5346458,-1.5462409,0.033779,-0.19035392,0.37951487,-0.5993755999999999,0.324019,-0.23857872,0.6733617,-0.14245498,-0.49821344,0.23349002,0.32921106,-0.31683663,-0.44084979999999996,0.5887253,-0.49931949999999997,-0.29272836,0.45724127,-0.18174073,0.54538494,-0.48874447,0.06981909,0.7465208999999999,-0.1450318,True
-0.34951627,-0.04645591,-1.2786398,-0.11242761,-0.32100472,-0.19837692,0.3593813,0.79363775,-0.6203239,0.6019328,0.0032486718,0.33933926,0.11095199,0.6475876,-0.6526714,-0.67903316,0.1265472,0.6499329,0.55630094,-0.058401145,-0.26949865,0.23376068,-1.1820897,-0.12227165,-0.39242083,-0.13465369,0.34333220000000003,0.72506607,-0.5957683000000001,0.490415,0.032657217,0.14868256,0.12908365,0.46590346,-0.46904573,-0.6088153000000001,0.11467828599999999,0.53114206,0.5174234999999999,-0.03894675,True
-0.6637187,0.7169791999999999,0.27677613,-0.30419385,0.28688484,-0.7563143,0.12564796,1.1801933999999998,0.044705678,0.7865911999999999,0.25451553,-1.1604736999999998,0.16254465,0.9232184999999999,1.2101381000000002,0.49221040000000005,0.14014411,0.5440425,-0.4487763,-0.80334574,-0.013103554,1.1194307,-0.668045,0.60869896,-0.3412504,0.56152344,-0.08181712,0.9210656999999999,-0.65198475,-0.24417172,1.0617706,-1.444027,0.40921098,-0.869081,-1.2819611000000002,0.9601204,-0.0011360812,0.7324155999999999,-0.38415533,0.5403776,False
-0.7096166,0.7061681,0.5634545999999999,0.10993177,-0.35579082,-1.2100011,-0.19971187,0.89276665,0.28242890000000004,0.9380446,0.17995088,-0.9046309000000001,0.14849064,0.4923308,1.4115413,-0.14792877,-0.33923295,0.6120972,-0.33759692,-0.6894823,-0.02606221,0.56874263,-0.66399497,0.043672338,-0.97442496,-1.0019859,0.52696186,0.4635303,-0.15893705,0.41869938,-0.2178466,-0.059252515,0.033748634,1.1544656999999998,-0.20374058,0.3967676,-0.015590366000000001,0.008086576,-0.37633890000000003,-0.8289804000000001,False
0.92927915,0.6970130999999999,0.44746527,-0.42204162,-0.018795973,-1.2830017,1.8347236,1.4765173,0.33332452,2.4981856,1.2517426999999999,-0.7308661,0.24523748,-1.8449939999999998,-1.1657933,0.68064046,-2.3246305,-0.22777651,1.4805651000000002,0.026809457999999998,0.5829516,0.33976004,0.3720156,-0.44286847,0.1419345,-0.9837543,1.5814172,1.1211761,0.23257825,2.1018496,0.9540662,-0.2915946,0.29641458,-1.5378588,-0.8146357,0.6043185000000001,-1.9599613,-0.14828646,1.057947,-0.019214563,True
0.8394401,0.5447003,-0.5511398000000001,1.5719649,-0.05588164,0.051296744000000005,-0.11159704599999999,1.1397983999999999,-0.1835237,0.02497444,-0.18016057,-0.8201571,-0.43962947,-0.7428318,-0.070712894,-0.5886231,0.40571043,0.45554882,-0.7575079,0.04411852,-0.17981952,-0.5493964,-0.1392933,-0.23572984,-0.7017235,-0.6506390000000001,0.39081421,0.7773869000000001,-0.059975255,-0.47515705,-0.03446076,-0.12638955,-0.1581535,1.3270905000000002,-0.6813263,0.51086843,-0.78461075,0.53115577,-0.48274705,-1.5072205,False
-0.016757416,-0.044391822000000004,-0.7098121000000001,-0.27054757,-1.0234097,-1.1501358,-0.37686485,0.2659757,0.45825323,0.6340329,-0.20275585,-0.5426062,0.3826118,0.14744225,0.0019940687,-0.16826078,-1.0655344999999998,-0.17148396,-0.12686050000000001,-0.8690573,0.12861271,0.36879414,-0.16870168,0.23643497,-1.1788356000000002,-0.24403733,-0.07055123,0.42809018,-0.41424040000000006,0.4037651,0.061808474,-0.19612731,-0.71979433,1.2701882,-0.30769548,0.52253044,-0.7697814000000001,0.7046673000000001,-0.38942519999999997,-0.5287776999999999,False
-0.5224353,-1.4150521999999999,-1.054469,0.20716003,-0.29301527,-0.11984491,0.33710212,-0.15529726,0.07427798,0.7651146,0.78924567,-0.31792435,0.47473409999999994,-0.26108289999999995,-0.32464729999999997,0.48302013,-0.89067715,-0.20803957,-0.24915622,-0.5075672999999999,-0.100608945,0.14738663,-0.8208409999999999,-0.24568932,-0.91082764,-0.9696369,-0.23622268,0.17778017,0.31536862,0.44544247,-0.03936923,-0.50386506,0.28450912,0.30402368,-0.12927954,-0.15780999,-0.95353067,-0.2480601,-0.10325138,-0.7047531,True
0.7087643,-1.8280186999999999,-2.7307477000000002,2.4656498,-0.034062415,0.35296446,-1.1602763,0.6862734,-1.5341711999999998,-0.008439419,1.3013736,-2.2736134999999997,2.9365916000000003,1.4152591,2.4474834999999997,1.1404104,-1.5785267,3.6833815999999997,-2.9950645000000002,0.19961871,0.5649116999999999,-2.2389634,-2.303919,2.7433395000000003,0.08547158,0.29609466,-1.4336573000000001,1.5880951,-1.5611628,-0.41203752,1.2377757999999999,-2.4346414000000003,3.310853,1.1111903,2.8698542000000002,1.4899341,-2.0527884999999997,3.7015547999999994,-3.6433809999999998,0.024717503999999998,True
-0.800261,0.76619995,0.14406838,-0.26735390000000003,0.1539076,-0.7153147,0.16212076,1.4075524,0.074529536,0.8757668,0.28150344,-1.0746167,0.31092337,1.0235623999999999,1.3808093000000001,0.21548179999999997,0.24950506,0.26054814,-0.6192285,-0.7857301999999999,-0.48086932,0.19672979999999998,-0.27334390000000003,0.54208297,-0.02584743,-0.52025235,0.28622237,0.54211015,-0.38682059999999996,-0.546821,0.7331845,-0.49372619999999995,-0.20241636,0.46907200000000004,-0.3489204,0.5009217,-0.26578918,-0.07535187,0.9273587999999999,-0.049797263,False
-0.61080366,0.7530064000000001,0.3918321,-0.30530632,0.09217691,-0.74736315,0.15129575,1.1112448,0.16848376,0.97245574,0.41766912,-1.0296298000000002,0.09722801,0.8517878000000001,1.1711668,0.0016597932,0.23158510000000002,0.42964682,-0.5729489000000001,-0.8501806000000001,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-0.44334912,0.47390446,-0.030705895,-0.3339364,1.0605972,-0.18702304,0.80948013,1.3296834,-0.2033497,0.6355041,-0.47751590000000005,-1.2510246999999999,-0.22592425,0.9477758,0.30960557,0.15345474,0.17424518,0.53645325,0.030186607,-0.87554175,-0.5907704,0.29487315,-0.26528418,0.28183302,-1.0716606000000002,-0.49928199999999995,0.26568142,0.3997902,0.027095597000000003,0.7535864000000001,-0.13015410000000002,0.13141394,-0.13976070000000002,1.169011,-0.06554568,0.2468721,-1.1148943999999998,0.20710278,-0.2717819,-0.36838743,False
0.4264817,0.5650621,-0.31281623,0.283174,-0.45642456,-0.10449959,0.40260792,0.03855463,0.9097609,-0.06522304,0.9860386999999999,-0.812354,0.22437365,0.2651538,-0.15480234,-0.83832234,-0.29344463,-0.6683513000000001,-0.25132552,-1.0998371999999998,-0.100608945,0.14738663,-0.8208409999999999,-0.24568932,-0.91082764,-0.9696369,-0.23622268,0.17778017,0.31536862,0.44544247,-0.03936923,-0.50386506,0.28450912,0.30402368,-0.12927954,-0.15780999,-0.95353067,-0.2480601,-0.10325138,-0.7047531,True
-0.59567076,0.5365342,-0.010446746,-0.09183746599999999,-0.5387534,-1.1341504,-0.07030605,0.43127742,-0.4207273,0.40036127,-0.22298995,-0.7697626000000001,-0.27241087,0.5787635,0.46720555,-0.29785886,-0.6880844,0.47782227,-0.2727116,-0.74097663,-0.100608945,0.14738663,-0.8208409999999999,-0.24568932,-0.91082764,-0.9696369,-0.23622268,0.17778017,0.31536862,0.44544247,-0.03936923,-0.50386506,0.28450912,0.30402368,-0.12927954,-0.15780999,-0.95353067,-0.2480601,-0.10325138,-0.7047531,True
-0.023143563,0.84048927,-1.0853270000000002,0.0013678714999999998,-0.30379498,-0.31382933,0.48221179999999997,1.341836,-1.0452366,0.6990295999999999,0.11707236,0.61404634,-0.20426102,1.0538425,-0.46504503,-1.3610944,0.084860146,1.0975447,0.5615865,-0.21111841,-0.056512408,0.28063414,-0.29670495,1.4443704,-0.8382497,0.22738539,-0.28897512,0.087883785,-1.3175516999999999,0.9596927,-0.59519756,-2.569329,1.8573598000000002,0.89133704,0.14576129999999998,-0.8032758000000001,0.38417834,0.8212895,-0.37785548,-0.52959317,False
-0.43770249999999994,0.17784727,0.95520127,0.25889605,-0.43339809999999995,-0.23008205,0.28566149999999996,0.55190545,-1.319817,1.24926,0.9439320999999999,-0.42123359999999993,0.068140626,0.5795394,0.9799219000000001,0.6755920999999999,-0.07644503,0.47067028,-0.08864952599999999,-1.0807668,0.035013385,-0.31496707,-0.23787583,-0.16998333,-1.4846002,-0.66658545,0.9459021000000001,0.5087868,-0.067036375,0.1604628,-0.1291807,-0.18592167,-0.04335186,0.8223790000000001,-0.2543782,-0.6439357,-0.016664186,0.07104476,-0.41959772,-0.47631505,False
-1.0843165000000001,1.272766,-0.22887608,1.1609254999999998,1.0264573000000001,-2.3518844,0.008290875,2.1760092,-1.5356049999999999,-0.84952253,1.237537,-0.896761,0.7977778,-0.42822793,1.1318727,-1.594932,-1.2611947000000001,0.0118394075,0.61686784,0.09322622,-0.8068274999999999,1.0339929,-0.13764586,0.8298742,0.89001226,-1.8758194,-0.15073943,1.5266523,-1.2652123,-0.50021356,1.0273787,-0.5720002,0.64912,-0.39005482,0.8272685,-1.4693741000000002,-0.9305572,0.13599178,0.12772650000000002,0.13187847,True
1.3961381000000002,-0.04320504,-0.1925041,0.22618778,-0.28392157,-0.24399264,0.06494522,0.34681275,0.32091329999999996,0.030298645,0.072896324,-1.1223773000000001,0.020758081,-0.15835196,0.8723099,0.5817829999999999,-0.5394536999999999,0.37805837,0.36766420000000005,-0.9019328999999999,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-1.0256573,2.035892,-0.20250192,0.13343441,1.4187863,-2.0968487000000002,0.7448706,2.0020015,-1.0901043,-0.28464097,1.4250576000000001,-0.5970546999999999,1.0858302,-0.03140017,1.3922471,-0.3455281,-0.86560315,0.24327484,-0.47687352,-0.37935865,-0.8068274999999999,1.0339929,-0.13764586,0.8298742,0.89001226,-1.8758194,-0.15073943,1.5266523,-1.2652123,-0.50021356,1.0273787,-0.5720002,0.64912,-0.39005482,0.8272685,-1.4693741000000002,-0.9305572,0.13599178,0.12772650000000002,0.13187847,True
-0.81253606,1.624406,-1.1059451,3.0065196,-0.22723323,0.20442520000000003,0.9114829,2.0048113,2.3362203,1.7244653000000003,-0.84404176,0.72508126,0.61840475,0.8621110000000001,1.0456465,1.2428373,-0.5365299,-0.42445964,-1.4551308,-0.47807604,0.06762833,1.6147288,-2.2828720000000002,3.0114707999999997,0.48676533,0.6061837,0.37009109999999995,1.6942495,1.9137293000000002,2.1204009999999998,-1.1620344999999999,-0.038503468,0.08033325,1.1215423,0.7380849,1.4529119,-0.33848485,-0.17061855,-1.4240533000000002,-1.1474870000000001,True
-0.27922946,-0.72069544,0.29159394,0.144368,0.22814345,-0.5948574000000001,0.91374874,0.30878502,0.081244625,0.56089157,0.43011457,-1.4369044,-0.06362983,0.86289424,0.6520003000000001,-0.14482473,-0.1386904,0.46316668,-0.27377555,0.7394911,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-0.11262595,0.46361214,-0.6193825,-1.0593288,-0.5203694999999999,-0.16538129999999998,0.40985647,1.1735716999999999,0.39629903,0.11179207,0.45627934,-0.31208414,0.11800428,1.1643916,-0.6361107,-0.07407774,-0.61703986,-0.18479052,0.10482399,-0.14511415,-0.08353880000000001,0.35360706,-0.6351213000000001,-0.8521479999999999,-0.5524974,-0.22069453,0.5079337,0.8931125,0.34888825,0.21576762,0.27173498,-0.31105304,-0.1079117,1.1193208000000001,-0.26573998,0.12280045,-0.8383216,-0.13452315,0.013385495,-0.031222899,True
-0.81262344,1.3914794,0.28096023,-0.47048452,0.57527584,-1.2755121999999999,0.8216759,1.3736806000000001,-0.4288802,0.5436996000000001,0.93681633,-1.0512677,0.65404004,0.42539543,1.5009549,0.26734927,-0.15735275,0.47894440000000005,-0.8442088,-0.8992831,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-0.66641253,0.7179211,0.34747459999999997,-0.35452947,0.22564050000000002,-0.8423912,-0.013121562,1.2495625,0.14855796,0.84445226,0.45315337,-1.1872246000000002,-0.10757701,0.89292085,1.2634843999999998,0.30330029999999997,0.20001364,0.29120138,-0.60092187,-0.9220950000000001,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
