@relation relation_name
@attribute Number1 real
@attribute Number2 real
@attribute Number3 real
@attribute Number4 real
@attribute Number5 real
@attribute Number6 real
@attribute Number7 real
@attribute Number8 real
@attribute Number9 real
@attribute Number10 real
@attribute Number11 real
@attribute Number12 real
@attribute Number13 real
@attribute Number14 real
@attribute Number15 real
@attribute Number16 real
@attribute Number17 real
@attribute Number18 real
@attribute Number19 real
@attribute Number20 real
@attribute Number21 real
@attribute Number22 real
@attribute Number23 real
@attribute Number24 real
@attribute Number25 real
@attribute Number26 real
@attribute Number27 real
@attribute Number28 real
@attribute Number29 real
@attribute Number30 real
@attribute Number31 real
@attribute Number32 real
@attribute Number33 real
@attribute Number34 real
@attribute Number35 real
@attribute Number36 real
@attribute Number37 real
@attribute Number38 real
@attribute Number39 real
@attribute Number40 real
@attribute class {True, False}
@data
-1.2540584,0.26661664,-0.053825057999999995,0.8324646000000001,-0.9295777,-0.14807533,0.34916908,1.4971215,0.6030776,0.16845477,-0.26082089999999997,0.09179588,0.60420907,0.07674996,1.4835161000000001,0.24033986,-0.7756594,0.8621998,-0.5166601,-0.6199791,-0.93367195,0.07254315,-0.18666607,1.0290986,-0.83810383,-0.24491462,0.2349411,1.1631993,0.7583089,-0.21410972,-0.41820085,0.3667573,0.7457018,0.09836726,0.5188611,0.070610836,-0.8453917999999999,0.779948,-0.3619197,-0.32737225,True
-0.122565925,-0.055856586,0.23066615,0.22021647,0.13920121,-1.4699506000000002,-0.121212624,0.93862283,0.3954831,0.035682585,0.66452,-0.89163405,0.29606354,1.1611425,1.4496844,-0.11087489,0.7068103,0.19802809999999998,-0.77732426,-1.2339115,3.84354,1.3204107,-0.51074964,0.76991916,-1.7062234,-2.4170563,-1.5454173,3.8185153,-1.602006,-0.8418433000000001,1.3503889,-2.1061263,5.9274572999999995,-2.5904355,0.2024328,-2.3551292,-3.5586836,1.8636786,-1.3523601,0.33229196,False
0.33308733,0.66659087,-1.2391128999999999,-0.99422306,-1.6203979,-0.23944712,0.47123355,2.1199377,-0.097708814,2.123316,0.9619053,0.75546575,1.1926988,1.6275251,-1.0841526000000001,1.2734951,0.38982937,-0.7317385000000001,0.7661194,-1.4908508999999999,-0.019865725,0.40754634,-1.0394993000000001,-0.9210959999999999,-1.3507413000000001,-0.09844494,0.273986,1.6764709999999998,-0.33152843,1.8864409,0.42790443,0.40988767,0.95886993,1.2932951000000001,-0.9210988999999999,1.1136278999999998,0.13135625,-0.7104712,0.5004469,-1.0940148,True
0.9804895,0.014795323,-0.044236105,1.8686008,0.43199350000000003,-0.32204494,-0.68657696,1.762407,0.69093955,-0.3545192,0.5046997000000001,-0.38838449999999997,-0.3647487,0.0961532,-1.5459107,-0.3563752,1.1898978,0.48082918,-0.46494132,-1.3627272,-0.19243671,0.6380093000000001,-0.05004128,0.10902673,-0.47106853,-0.22888795,0.8675054,0.30858046,0.6958925,0.05539588,1.2411795,-1.1010771000000001,-0.4466518,0.5334513000000001,0.047914583,-0.6665416999999999,-0.57395524,-0.8861197000000001,-0.5061852,-0.354006,False
-0.800261,0.76619995,0.14406838,-0.26735390000000003,0.1539076,-0.7153147,0.16212076,1.4075524,0.074529536,0.8757668,0.28150344,-1.0746167,0.31092337,1.0235623999999999,1.3808093000000001,0.21548179999999997,0.24950506,0.26054814,-0.6192285,-0.7857301999999999,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-0.7610432,0.7306457,0.011284896,-0.29748848,0.024896382999999998,-0.79856706,0.02540694,1.2552096000000001,0.40582532,0.88503724,0.40714809999999996,-0.84976906,-0.14631888,0.8111834,1.4117012,0.080963895,0.20119709,0.29597417,-0.44086915,-0.99957526,0.06762833,1.6147288,-2.2828720000000002,3.0114707999999997,0.48676533,0.6061837,0.37009109999999995,1.6942495,1.9137293000000002,2.1204009999999998,-1.1620344999999999,-0.038503468,0.08033325,1.1215423,0.7380849,1.4529119,-0.33848485,-0.17061855,-1.4240533000000002,-1.1474870000000001,False
0.44659242,0.6664939999999999,-1.4035697,-0.84687513,-1.721222,-0.5023035,0.4248252,1.8274336,-0.30521503,2.265227,0.74216336,0.9252304,1.2645799,1.7136676,-1.3888749,1.3725762,0.24285577,-0.71025467,0.9800959,-1.4344523999999998,0.5649116999999999,-2.2389634,-2.303919,2.7433395000000003,0.08547158,0.29609466,-1.4336573000000001,1.5880951,-1.5611628,-0.41203752,1.2377757999999999,-2.4346414000000003,3.310853,1.1111903,2.8698542000000002,1.4899341,-2.0527884999999997,3.7015547999999994,-3.6433809999999998,0.024717503999999998,False
0.9123093000000001,0.72692543,-1.5224726,1.4991628000000001,0.26065900000000003,0.46639124,0.035450943,0.35916895,-1.4399476,0.29594284,2.1502529999999997,-1.5128386,-0.28634787,-0.04573609,-0.28863856,-0.29811555,-1.4389851,-1.8291718000000001,-0.8865468000000001,0.67936623,0.636181,0.5812517,-1.3263049999999998,0.83852714,0.25390820000000003,0.3671304,-0.039197937,0.358162,-1.2461323999999998,0.43787757,1.3614553999999999,-1.4159666000000002,0.06777205,-0.110930495,-0.15458612,-0.10146918,-1.1489757,-1.432872,-0.43430683,0.65467954,True
0.048118327,1.4008437,0.31762078,-0.8631571,0.9668683000000001,-1.3100971000000001,1.3903968,1.3096136999999999,-0.52758193,0.45255550000000005,1.6490695,0.16503844,0.56479484,0.051725607,0.5252536,0.6814979999999999,-1.4152956,0.91304135,-1.3764610000000002,-0.6979618000000001,0.83607495,0.11381465,0.05807345,1.4982692,0.28424240000000006,-0.55904543,0.39494872,1.0778853000000002,-0.6206009,1.0333875,-0.13684656,-0.1516771,0.31352377,-0.1559843,0.010355876,0.61078745,0.38262945,-0.8057541,-0.16674484,-0.24497913,False
-0.09572135,0.20673677,0.71313536,-0.8063445,-0.83394706,-0.47592235,0.56040406,2.106034,-0.15057264,2.209355,0.56765664,-0.124667846,-0.47332838,0.29224935,0.8267287,1.259041,0.38021472,1.1923198999999998,-0.2699393,-2.5963755,0.58944637,-0.18144831,0.48253724,-0.7863508000000001,-1.4054083,-0.4798598,0.5257453000000001,2.0413759,-0.4696349,1.663864,1.2964792,0.5896406,-1.2357546999999998,-0.25578243,0.15867208,0.9462722,0.100803465,1.4396108,-0.25705364,-2.5907857000000005,True
-0.26322080000000003,0.70443493,-0.3326342,-0.9115213,-0.6034584,-0.15665768,0.72432953,1.0842924999999999,0.47198373,0.08808257,0.41725100000000004,-0.26849398,0.14558174,1.395634,-0.43695354,0.019897461,-0.98793447,-0.12910588,0.06708779,-0.008634981,-0.2885027,0.7708015,-0.23662521,0.035511147,-1.3871841,-0.26578906,0.7158715,0.15354457,0.22081177,0.3668699,0.6139422,0.10551372,0.3929922,0.74777013,-0.0029775365000000004,0.25609583,-0.028244643,0.7257971,0.055664322999999995,-0.8316681999999999,False
-0.7156994000000001,0.82373655,0.24400117,-0.41151688,0.19882128,-0.64862823,0.09209989999999998,1.2703559,0.23867805,0.9276705,0.3442963,-1.0109277,0.0046213125,1.1245323,1.1534361000000002,0.23419546,0.036510423,0.40095612,-0.45713767,-0.7903916,0.2651138,-0.38166478,-0.64081967,0.6677017,0.26070178,-1.0527483999999998,-0.10180576,0.29946712,-0.20373872,-0.09051707,0.11699883,-0.40064679999999997,0.04591569,1.2493326999999999,0.49011526,-0.07575958,0.41532907,0.19237728,0.21237189,-0.48823524,False
0.25581828,0.42858112,-0.07456635,-0.7504599000000001,-1.4241188,-0.53006774,0.5576798000000001,1.9225207999999998,-0.2545516,1.9730157,0.4950616,0.46157032,-0.23727974,0.45239606,0.19690314,1.3457896999999999,0.27485529999999997,0.49513963,0.030914967999999998,-2.5597432,-0.02606221,0.56874263,-0.66399497,0.043672338,-0.97442496,-1.0019859,0.52696186,0.4635303,-0.15893705,0.41869938,-0.2178466,-0.059252515,0.033748634,1.1544656999999998,-0.20374058,0.3967676,-0.015590366000000001,0.008086576,-0.37633890000000003,-0.8289804000000001,True
-0.34918699999999997,-0.8162755,-0.5919118,1.3534476999999998,0.36459990000000003,0.53416085,1.4968976999999999,0.701238,3.7635152,0.7292046,2.011314,-2.2971327,0.8158314999999999,0.60414207,0.46040067,0.87452036,0.5937079000000001,2.1883334999999997,-0.85884994,-0.752795,0.58944637,-0.18144831,0.48253724,-0.7863508000000001,-1.4054083,-0.4798598,0.5257453000000001,2.0413759,-0.4696349,1.663864,1.2964792,0.5896406,-1.2357546999999998,-0.25578243,0.15867208,0.9462722,0.100803465,1.4396108,-0.25705364,-2.5907857000000005,False
0.92927915,0.6970130999999999,0.44746527,-0.42204162,-0.018795973,-1.2830017,1.8347236,1.4765173,0.33332452,2.4981856,1.2517426999999999,-0.7308661,0.24523748,-1.8449939999999998,-1.1657933,0.68064046,-2.3246305,-0.22777651,1.4805651000000002,0.026809457999999998,0.06762833,1.6147288,-2.2828720000000002,3.0114707999999997,0.48676533,0.6061837,0.37009109999999995,1.6942495,1.9137293000000002,2.1204009999999998,-1.1620344999999999,-0.038503468,0.08033325,1.1215423,0.7380849,1.4529119,-0.33848485,-0.17061855,-1.4240533000000002,-1.1474870000000001,False
0.31867906,0.05855221,-0.5156295,0.46949420000000003,0.29213208,-0.3856901,-0.521303,1.2924117,0.26987147,0.03645377,0.33964770000000005,-1.0983076999999999,-0.48393697,-0.6096606,-1.5866818,-0.26194948,-0.22930288,-0.24698289999999998,-0.7943087,0.0049930606,0.25424284,0.032363445,-0.54282176,0.4790898,0.20290028,-0.44174093,-0.26557055,1.2573159999999999,0.24441059,0.009772863,0.20189779,-1.0059911,-0.48837700000000006,-0.45061192,-1.370615,-0.20920860000000002,0.014356448999999999,-0.15158653,-0.8002738,0.22420318,True
0.5453751,0.60964483,-0.42511037,1.3212034,-0.1598356,0.120518856,0.07993793,1.1161052,-0.24545175,0.13961865,-0.15323891,-0.8808648000000001,-0.3556968,-0.7178766,-0.14086007,-0.42333186,0.49578828,0.5932903,-0.67663884,0.23724835,0.7005705,0.5348378,-0.32876483,1.244204,-0.013590453,0.0024718735,0.008907116999999999,0.913269,-0.16202307,0.09108920400000001,0.061454155,-0.753895,-0.42541819999999997,-0.6341159000000001,-0.3245117,-0.35250703,0.38118204,0.43116382,-0.5377356,0.15556984,True
0.62281716,-1.687814,-2.5580509,2.7306716,0.27126712,0.5501372,-1.388314,0.7708454,-1.2375399,0.09595416,1.451224,-1.9188490000000002,2.8428826000000003,1.396072,2.3009763,1.5099385,-1.6170771000000002,3.4236085,-3.0608466,-0.047152493,0.5649116999999999,-2.2389634,-2.303919,2.7433395000000003,0.08547158,0.29609466,-1.4336573000000001,1.5880951,-1.5611628,-0.41203752,1.2377757999999999,-2.4346414000000003,3.310853,1.1111903,2.8698542000000002,1.4899341,-2.0527884999999997,3.7015547999999994,-3.6433809999999998,0.024717503999999998,True
0.11510630000000001,-0.7961239999999999,-0.092564374,0.3254993,-0.6250806,0.13370782,-0.05644252,1.5389483999999998,-0.772566,0.531669,0.5841435,-1.7236683000000002,-1.1865433,-1.2283975,-1.1928245000000002,0.42495534,0.5840314999999999,0.8975949000000001,-1.0923305,-0.95556664,0.14351101,2.217605,-0.38525623,0.14858873,0.03452592,0.35407153,0.34479448,1.2708395000000001,0.5707628,1.3898983,0.85844046,-0.55864024,1.0554378999999998,-0.10219394400000001,1.0436653,-1.3401377,-0.21864234,-0.31916294,-0.69600993,-0.5787958000000001,False
0.7568969,0.18013628,0.09105039999999999,1.6038187,0.5082299,-0.41616592,0.46605969999999997,1.0440091,-0.66211534,1.048505,-0.081614345,-0.28334323,0.44695088,-0.2057466,-0.10437415,0.5550586,0.33273432,-0.8612724,-0.18773651,-0.19476685,0.83607495,0.11381465,0.05807345,1.4982692,0.28424240000000006,-0.55904543,0.39494872,1.0778853000000002,-0.6206009,1.0333875,-0.13684656,-0.1516771,0.31352377,-0.1559843,0.010355876,0.61078745,0.38262945,-0.8057541,-0.16674484,-0.24497913,True
-0.3027147,0.6194327,-0.66851926,-0.058350686,-0.7110641,-0.6481705,0.19258147,0.28569254,0.29752523,-0.1457241,0.2675632,-0.47711644,0.07684891,0.49093223,-0.146976,0.21735132,-0.99213374,-0.32460645,0.28759602,0.07686756,-0.100608945,0.14738663,-0.8208409999999999,-0.24568932,-0.91082764,-0.9696369,-0.23622268,0.17778017,0.31536862,0.44544247,-0.03936923,-0.50386506,0.28450912,0.30402368,-0.12927954,-0.15780999,-0.95353067,-0.2480601,-0.10325138,-0.7047531,True
-0.16173379,0.45716530000000005,-0.27823990000000004,1.3575027,-0.5990911,-0.6677843000000001,0.381721,0.22547336,-0.24420282,-0.86084545,0.72869533,-0.82955694,-0.8386433000000001,1.3396093999999998,0.025083676000000003,1.5346458,-1.5462409,0.033779,-0.19035392,0.37951487,0.58944637,-0.18144831,0.48253724,-0.7863508000000001,-1.4054083,-0.4798598,0.5257453000000001,2.0413759,-0.4696349,1.663864,1.2964792,0.5896406,-1.2357546999999998,-0.25578243,0.15867208,0.9462722,0.100803465,1.4396108,-0.25705364,-2.5907857000000005,False
1.2246428,0.24650820000000004,-0.036229238,-0.28105979999999997,0.24376011,-0.33996698,0.20404455,1.1538226999999999,-0.55596644,-0.15087181,-0.7586198000000001,-1.8370848999999998,0.4806785,-0.14539397,0.3563212,-0.70019037,-1.7193433999999999,0.18465126,-0.58946985,-0.12555961,-1.6569183,0.15979663,0.6366642,0.26119816,-2.655538,0.65603465,-0.87963617,1.9608991999999998,-2.395999,1.4521194,1.0032749,-0.04958106599999999,0.97649664,1.0933061000000002,-0.90879244,0.15021092,-2.6696447999999995,-0.47640863,-1.3714876,-1.0717572,False
0.9208868,0.86973584,0.3225013,-0.26222193,0.16780047,-1.1363496000000002,1.7343271,1.3202162,0.48677539999999997,2.6405818,1.490656,-0.24812199999999998,0.38286448,-1.6134872,-1.3884696,0.55904806,-2.2132144,-0.24061836,1.2566422,0.11133538,0.5829516,0.33976004,0.3720156,-0.44286847,0.1419345,-0.9837543,1.5814172,1.1211761,0.23257825,2.1018496,0.9540662,-0.2915946,0.29641458,-1.5378588,-0.8146357,0.6043185000000001,-1.9599613,-0.14828646,1.057947,-0.019214563,True
0.31873623,-0.0014652405,-0.77668214,0.38567734,0.23906353,-0.4092725,-0.21203843,1.3009462,0.30313015,0.20461026,0.15167850000000002,-1.0589269,-0.4016229,-0.5590689,-1.8497544999999997,-0.17278694,-0.17384535,-0.22516951,-0.8906030999999999,0.10897849,0.5649116999999999,-2.2389634,-2.303919,2.7433395000000003,0.08547158,0.29609466,-1.4336573000000001,1.5880951,-1.5611628,-0.41203752,1.2377757999999999,-2.4346414000000003,3.310853,1.1111903,2.8698542000000002,1.4899341,-2.0527884999999997,3.7015547999999994,-3.6433809999999998,0.024717503999999998,False
-0.59567076,0.5365342,-0.010446746,-0.09183746599999999,-0.5387534,-1.1341504,-0.07030605,0.43127742,-0.4207273,0.40036127,-0.22298995,-0.7697626000000001,-0.27241087,0.5787635,0.46720555,-0.29785886,-0.6880844,0.47782227,-0.2727116,-0.74097663,-0.5907704,0.29487315,-0.26528418,0.28183302,-1.0716606000000002,-0.49928199999999995,0.26568142,0.3997902,0.027095597000000003,0.7535864000000001,-0.13015410000000002,0.13141394,-0.13976070000000002,1.169011,-0.06554568,0.2468721,-1.1148943999999998,0.20710278,-0.2717819,-0.36838743,True
-0.68970793,0.73136246,0.24321762,-0.20080206,0.27552933,-0.86282855,0.152083,1.257268,0.21013154,0.97129726,0.28688157,-0.9682896999999999,0.18646482,1.0879178,1.4803718000000001,0.23247148,0.04801446,0.38725987,-0.47776425,-0.7363732,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
0.6126935,-0.0013150982999999999,0.32558954,-0.9031674999999999,-1.2465853999999998,-0.6090868,0.68502784,2.3876908,-0.2541724,2.831419,1.0847331,0.37781596,-0.6735654000000001,0.4751674,0.5352342,1.5427928,0.48283926,1.0883316,-0.25167722,-3.486311,0.37752090000000005,0.44341403,-0.90147036,1.7522964,-1.8219775000000002,-0.9274698,0.8747222,0.35170895,-0.43594787,-0.97908026,0.97617376,-0.58900607,-0.6571274,1.9020823,0.2684765,2.6290753,-2.6734736,0.049360607,-1.3952183,0.31771535,False
0.35813707,0.6015238,-1.2401853,-0.64198375,-1.7480738,-0.4484455,0.5946075,1.8167189,-0.13288406,2.120202,0.49912116,0.7879531,1.2572511,1.8400998,-1.5627732,1.1653234,0.34435403,-0.9239174000000001,0.68493193,-1.4424901,-0.5993755999999999,0.324019,-0.23857872,0.6733617,-0.14245498,-0.49821344,0.23349002,0.32921106,-0.31683663,-0.44084979999999996,0.5887253,-0.49931949999999997,-0.29272836,0.45724127,-0.18174073,0.54538494,-0.48874447,0.06981909,0.7465208999999999,-0.1450318,False
2.0873956999999996,-0.6372217,0.186859,-0.34672070000000005,-0.044077437000000004,1.2225418,-1.8321359,2.3249334999999998,-0.27657408,2.0817397,2.4793534,0.7762083000000001,1.276753,3.900413,-1.1336402,-0.08324096,-1.0146035,1.9687127,0.20302217,0.48026362,0.25424284,0.032363445,-0.54282176,0.4790898,0.20290028,-0.44174093,-0.26557055,1.2573159999999999,0.24441059,0.009772863,0.20189779,-1.0059911,-0.48837700000000006,-0.45061192,-1.370615,-0.20920860000000002,0.014356448999999999,-0.15158653,-0.8002738,0.22420318,False
-0.07707762,0.4504055,-1.2558719999999999,-0.07439036,-0.4070273,-0.03349771,0.42059287,0.82799613,-0.48188803,0.60019386,-0.09233587,0.28005050000000004,0.16502996,0.61624354,-0.47595102,-0.8370040999999999,0.11888209,0.48134375,0.6581929,-0.13053352,-0.78504395,0.25202322,-1.0148039,-0.14809649,-0.6453694999999999,-0.76238453,-0.06511339,0.9980336999999999,-0.009703350999999999,0.027933601000000002,0.08491699,-0.06628988,-0.37833133,1.0621294,-0.42632535,-0.13173927,-0.06384017,0.30220324,-0.21006,-0.45206758,False
-0.7156994000000001,0.82373655,0.24400117,-0.41151688,0.19882128,-0.64862823,0.09209989999999998,1.2703559,0.23867805,0.9276705,0.3442963,-1.0109277,0.0046213125,1.1245323,1.1534361000000002,0.23419546,0.036510423,0.40095612,-0.45713767,-0.7903916,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
0.62281716,-1.687814,-2.5580509,2.7306716,0.27126712,0.5501372,-1.388314,0.7708454,-1.2375399,0.09595416,1.451224,-1.9188490000000002,2.8428826000000003,1.396072,2.3009763,1.5099385,-1.6170771000000002,3.4236085,-3.0608466,-0.047152493,0.46716735,-1.6227741000000002,-1.6863240000000002,1.7595450000000001,0.28175947,0.31823364,-0.8997487,0.9373091,-1.4287125,0.0006000489,0.8760894,-2.0854635,2.619443,0.911041,2.0277982,1.4819,-1.4586122,2.8515701,-2.5759087000000003,0.18898679999999998,True
-0.774412,1.1813165,-0.49135926,-0.25710672,-1.9056141,-0.56378007,1.2129687,0.07148567,0.38393208,0.86939293,1.2359793,0.028922997000000002,0.7012802,0.5238447,-0.26314327,0.32990918,0.1895956,1.3383139,0.021576552000000002,-0.93589664,-0.2885027,0.7708015,-0.23662521,0.035511147,-1.3871841,-0.26578906,0.7158715,0.15354457,0.22081177,0.3668699,0.6139422,0.10551372,0.3929922,0.74777013,-0.0029775365000000004,0.25609583,-0.028244643,0.7257971,0.055664322999999995,-0.8316681999999999,True
0.098479934,0.11672212,-1.0397874,0.9315049000000001,0.9085863999999999,1.0887527,0.94022375,1.2104344,0.2700574,-0.3942171,0.27835107,-0.50162864,0.26690698,1.1492208000000002,1.0667328999999999,-0.21137007,-0.94193226,-0.29251259999999996,-0.8163541999999999,-0.2802097,-0.3348609,0.5147069000000001,-2.135087,3.6226714,2.5029998,1.5126399,0.8388968000000001,2.6417184,0.91561514,-1.2447478,-0.110942475,-1.8193111000000002,0.46110028,3.016683,0.75861084,-0.88900024,-1.8516540000000001,-0.7702177,-2.0492167,-0.8448133,True
1.219349,0.1790497,-0.25390935,0.77762294,-0.661018,-0.06761683,0.43095559999999994,-0.26111257,1.2319103,0.1314972,0.66408074,-0.8986381,0.12348937,0.06804553,-0.05342445,1.0176193999999998,-0.1725412,1.0373814000000001,0.26851916,-0.25342473,1.1486523000000002,-2.0399432,0.018040081,-1.2302540000000002,-3.9485142,-3.3168635,-1.2043781999999998,4.6822143,0.8543235999999998,-0.023005283999999997,0.34137228,-5.003321,4.7800164,-0.7385182,1.8430813999999998,-1.0786768999999998,-2.2649856,1.3842493999999999,-0.5373269,2.2980110000000002,False
-0.17996898,-0.07762637,-1.0734844,0.24369681,-0.21107279,0.30319193,0.8125726,0.92285496,-0.70094126,0.7027875,0.25246430000000003,0.3978605,0.24273649,0.41131306,-0.56144226,-0.40383103,0.47348022,0.9783963999999999,1.0904375,0.18368006,-0.26949865,0.23376068,-1.1820897,-0.12227165,-0.39242083,-0.13465369,0.34333220000000003,0.72506607,-0.5957683000000001,0.490415,0.032657217,0.14868256,0.12908365,0.46590346,-0.46904573,-0.6088153000000001,0.11467828599999999,0.53114206,0.5174234999999999,-0.03894675,True
-0.5224353,-1.4150521999999999,-1.054469,0.20716003,-0.29301527,-0.11984491,0.33710212,-0.15529726,0.07427798,0.7651146,0.78924567,-0.31792435,0.47473409999999994,-0.26108289999999995,-0.32464729999999997,0.48302013,-0.89067715,-0.20803957,-0.24915622,-0.5075672999999999,0.22699177,-2.0484273,-0.51280844,0.5422650999999999,0.52798843,-0.9734924999999999,1.3704523000000002,0.6670433000000001,-0.33886158,2.2427464,0.36249283,-0.542593,0.9461823,0.8130609999999999,-1.3630722,1.4171737,-2.814681,-1.453861,-2.5343400000000003,0.25978878,True
0.31465557,-1.0914944,0.69973856,0.64855963,0.13139272,-0.93627113,0.32353282,1.2451957,0.11120874,-0.39870822,0.5307826999999999,-0.022637209,1.2069181,-0.0072973759999999995,-0.6423068000000001,0.031104082,0.1828705,0.5227492,-0.47839054,0.01812971,0.36629513,-0.8740415000000001,0.62291294,0.72918123,0.18421613,-0.87920237,0.23755474,1.1309692,0.11408326,-0.3717588,0.5704355999999999,-0.05964002400000001,1.0894978000000002,0.016133468999999998,-0.82069725,0.017995339,0.17571520000000002,0.5287601,-0.35127842,0.10349583,True
-0.42458609999999997,0.8012245,0.6545626999999999,-0.24570857,0.45927826,-0.79395777,-0.011308513999999999,1.3226106000000002,-0.06251928,0.40027177,0.9360476000000001,-1.3552892,0.247631,1.3395478,1.4432311000000002,-0.2592963,0.27392647,0.4556107,-1.1959838,-1.427243,-0.7874066999999999,0.59461963,0.29962796,-0.29227793,0.06014153,-0.6555251999999999,0.19072066,1.100096,0.096762925,0.65318644,0.2710018,-0.98979825,0.09720534,0.7951625,1.1702143999999999,0.16192913,0.043847933,0.24585064,-0.43846682,-0.72854483,True
-0.6395147,1.1878421000000001,-0.4628639,-0.121592246,-1.9320216000000001,-0.4766474,1.3692046,0.02406062,0.3372653,0.69194883,1.1252948999999999,0.06656599,0.7031689999999999,0.7505068,-0.31895626,0.18918629,-0.035428848,1.160364,0.06731538,-0.8570671999999999,-0.2885027,0.7708015,-0.23662521,0.035511147,-1.3871841,-0.26578906,0.7158715,0.15354457,0.22081177,0.3668699,0.6139422,0.10551372,0.3929922,0.74777013,-0.0029775365000000004,0.25609583,-0.028244643,0.7257971,0.055664322999999995,-0.8316681999999999,True
-0.13054782,1.7571227999999999,-2.8006825,3.0442014,0.6272411,0.4638417,0.26319194,2.0376205,1.7166043999999998,2.5871446,-0.9167438,-0.11575688,0.37881929999999997,1.0480009,0.46357694,1.9426720000000002,0.1015846,-0.38603607,-1.4551653999999998,-1.3205197,0.8444392,1.6402512999999999,0.68158746,-0.7745806,-0.75903064,0.50083816,-1.4058678,2.4505494,-0.7827305,2.0579698,2.4339333,-0.89209145,-0.8330014000000001,-0.77405965,-1.9857816000000001,1.4207333,-0.41161400000000004,1.0121299000000001,0.63107383,-1.1177921999999998,False
0.009611059,-0.6214114000000001,-0.5444781,-0.40340596,-0.14584763,0.29844075,0.329033,0.86653316,0.20513022,0.26100078,1.0207318,0.33077276,-0.17038956,1.0035412000000001,-0.67114913,0.9306620999999999,-0.5328198000000001,-0.23467763,0.22588699,-0.12373708,1.6868534,-0.70430356,0.42254028,-0.6242057,-0.55735844,1.7686529999999998,-1.8966345000000002,2.9973813999999996,-0.36795267,2.0284705,2.329096,1.0885136,1.4744855,3.5891967000000005,-1.5750087,-0.5179782999999999,-0.9548646999999999,1.796554,0.04182542,0.87031054,False
0.85763955,0.9077165,0.46992362,-0.3406537,-0.030806367999999997,-1.1312062,1.9001293000000001,1.3801814,0.341806,2.4045572,1.3363118,-0.585253,0.13578139,-1.6988938000000002,-1.0064949,0.5577509,-2.5964713,-0.30014628,1.5334908999999999,-0.138836,0.024537526,0.21879049,-0.4660571,0.7581778,-0.54327124,-0.7637548000000001,0.6610818,0.26801220000000003,0.022759441000000002,0.28417220000000004,0.44125470000000006,0.3487626,-0.37902197,0.056195654000000005,0.07306354,-0.8889048,-0.49793097,0.2601074,0.05516922,0.6787031,False
-1.1725922,1.6709918999999998,-0.06261848,1.2916625,0.9066832,-2.131777,-0.32136595,2.5295553,-1.8275438999999998,-1.1689926000000002,1.2720585,-0.8047373999999999,0.7291281999999999,-0.10361124599999999,1.3225694,-2.3086412,-1.5876837,-0.042571537,0.24237528,-0.19760479,-0.3348609,0.5147069000000001,-2.135087,3.6226714,2.5029998,1.5126399,0.8388968000000001,2.6417184,0.91561514,-1.2447478,-0.110942475,-1.8193111000000002,0.46110028,3.016683,0.75861084,-0.88900024,-1.8516540000000001,-0.7702177,-2.0492167,-0.8448133,False
0.41417587,-0.11332715,-0.5716419,0.21895938,0.20682892,-0.5208782999999999,-0.51605844,1.4460263,0.19211502,0.1352796,0.24148044,-1.2379343999999999,-0.5536113,-0.540492,-1.6805896,-0.42773515,-0.043113407,-0.12494622,-0.89733505,0.032410227,-0.5907704,0.29487315,-0.26528418,0.28183302,-1.0716606000000002,-0.49928199999999995,0.26568142,0.3997902,0.027095597000000003,0.7535864000000001,-0.13015410000000002,0.13141394,-0.13976070000000002,1.169011,-0.06554568,0.2468721,-1.1148943999999998,0.20710278,-0.2717819,-0.36838743,False
-0.5507354,0.04320619,-0.9758566999999999,-1.2633263000000001,-0.5602486,-0.22206365,0.9716844000000001,0.5821084,-0.24350269,0.2496257,0.68089396,-0.66747516,0.87088317,0.64124835,-0.42304224,0.3888475,-0.47836850000000003,0.3874873,-0.39729917,0.33089492,-0.26949865,0.23376068,-1.1820897,-0.12227165,-0.39242083,-0.13465369,0.34333220000000003,0.72506607,-0.5957683000000001,0.490415,0.032657217,0.14868256,0.12908365,0.46590346,-0.46904573,-0.6088153000000001,0.11467828599999999,0.53114206,0.5174234999999999,-0.03894675,False
-0.49933746,0.16579078,-1.1249732,-0.14538647,-0.20079637,-0.13600095,0.27925333,0.93774813,-0.7203881999999999,0.36995038,0.013130672,0.18227799,0.2502306,0.49056292,-0.3378466,-0.6957706,0.005201831,0.72837764,0.55730975,-0.12548105,0.22699177,-2.0484273,-0.51280844,0.5422650999999999,0.52798843,-0.9734924999999999,1.3704523000000002,0.6670433000000001,-0.33886158,2.2427464,0.36249283,-0.542593,0.9461823,0.8130609999999999,-1.3630722,1.4171737,-2.814681,-1.453861,-2.5343400000000003,0.25978878,False
