Number1,Number2,Number3,Number4,Number5,Number6,Number7,Number8,Number9,Number10,Number11,Number12,Number13,Number14,Number15,Number16,Number17,Number18,Number19,Number20,Number21,Number22,Number23,Number24,Number25,Number26,Number27,Number28,Number29,Number30,Number31,Number32,Number33,Number34,Number35,Number36,Number37,Number38,Number39,Number40,Number41,Number42,Number43,Number44,Number45,Number46,Number47,Number48,Number49,Number50,Number51,Number52,Number53,Number54,Number55,Number56,Number57,Number58,Number59,Number60,Number61,Number62,Number63,Number64,Number65,Number66,Number67,Number68,Number69,Number70,Number71,Number72,Number73,Number74,Number75,Number76,Number77,Number78,Number79,Number80,Number81,Number82,Number83,Number84,Number85,Number86,Number87,Number88,Number89,Number90,Number91,Number92,Number93,Number94,Number95,Number96,Number97,Number98,Number99,Number100,Number101,Number102,Number103,Number104,Number105,Number106,Number107,Number108,Number109,Number110,Number111,Number112,Number113,Number114,Number115,Number116,Number117,Number118,Number119,Number120,class
0.3247572,-0.66096836,0.28582472,-0.10500085,0.66343015,-0.19229859,0.09525694,0.15129410000000001,-0.080775134,-0.41340116,0.14118552,-0.24924456,-0.26944587,0.108094275,0.27714548,-0.6410214,0.47910786,-0.41002992,-0.06997525,-0.5334089,-0.1251184,-0.7165431,-0.6455696999999999,-0.15592533,0.4262525,-0.85792035,0.43131182,-0.20784025,-0.48885265,-0.5323975000000001,-0.9622225000000001,-0.13671133,0.08335135,0.01888053,-0.9276816999999999,-0.17574398,-0.34330896,0.35381523,-0.02918299,-0.43531359999999997,0.5580345,-0.03966969,1.0542488,-0.032736182,-0.43964773,-0.024195337999999997,-0.36775517,0.4265130999999999,-0.5848133000000001,-0.13425294,-0.2685015,-0.9301466999999999,-0.24241012,-0.00588562,-0.06338432,0.6903608,0.73027194,-0.46038935,0.16659494,1.0484352,-0.66480047,0.33402747,-0.15810393,-0.6617639,0.46775659999999997,-0.0627962,-0.13924003,-0.35687158,0.41628185,-1.2504072,0.7676046999999999,-0.28816962,-0.037732873,0.00047800064000000006,1.1540115,-0.30407074,0.38628470000000004,-0.11388946,0.75569105,-0.17300074,-0.6124811,0.19251406,-0.9927775,-0.00029500484000000003,0.6092209,-0.9943959000000001,0.32255512,-0.42668587,-0.2821694,-0.19800162,0.40613863,0.41245458,-0.54947454,-1.1494725000000001,-0.21376345,0.037742026,-0.11395224,-0.122579664,0.32601163,0.60322803,-0.65050995,-0.29718596,0.79055893,-0.26053905,-0.13370846,0.81698275,-0.6790098000000001,-0.32849163,0.09622205,-0.006890103000000001,0.13915811,-0.47433108,0.349072,-0.35837129999999995,-0.26154099999999997,-0.01446203,-0.26811528,-0.40748435,0.3505857,-0.022388486000000003,0
0.2273395,0.22522968,-0.018672116000000002,0.2759973,0.2605932,0.20930822,-0.7449661999999999,-0.13437541,0.5978884,0.13573393,0.62055874,0.017032871,0.113630965,0.2564842,0.12858853,0.09083284,-0.26162165,0.26240623,-0.7902498,0.22467446,0.37992376,-0.42083657,-0.16254169,0.7086829000000001,1.0767478000000001,0.13840912,0.61910653,-0.8932509,0.21943003,-0.23964366,0.10295757,-0.51818925,-0.38405758,-0.18554312,-0.4882142,-0.34812814,0.47290033,-0.06290167599999999,0.124590956,-0.21131279999999997,0.21584705,0.55476606,0.20015445,-0.43668756,-0.257259,0.8729851999999999,0.6091725,-0.30020640000000004,-0.6828107,0.31854558,-0.28506652,-0.6414065999999999,-0.21073826,0.7646703,0.52651423,0.26633632,-0.42433283,-0.17579491,-0.04905717,-0.18885851,0.21739222,0.015455976000000001,0.005078955,0.0064660055,0.04479716,-0.077907115,-0.93763983,-0.15231556,0.34030768,0.30771837,0.625444,0.09247408,0.29825088,0.36738333,0.019138437,-0.12378425,-0.2174594,0.018408086,-0.6265225999999999,0.5074719,0.43824905,-0.2183565,-0.15869823,0.29449618,0.6646482,0.42128069999999995,0.72431314,-1.1355453000000002,0.08803231,-0.39341816,-0.10140407,-0.33099347,-0.17628999,-0.39017388,-0.07601316,-0.32336935,0.39383957,0.34045390000000003,0.13152458,0.10713107,0.54612815,0.40629402,0.36563808,-0.6005078,-0.6866411,0.76859254,0.49928138,0.31248987,-0.5549201,0.051649902000000004,-0.14206527,-0.8999565,0.128694,0.49562207,0.101067625,0.16433589999999998,-0.45411244,0.15730032,-0.30989262,-0.16361272,1
0.21276191,-0.8998347,-0.46974126,0.41452187,0.4772374,0.16704877,0.16386925,0.27556393,-0.31680864,-0.10177661,0.2494596,0.48183376,0.053102523,0.3867702,0.19800520000000002,-0.16093934,0.51843745,0.1455164,-0.45731759999999994,0.48374256,0.21606955,0.16420329,-0.40860036,0.21164036,-0.12313357,0.45580119999999996,0.37344554,-0.01778209,0.35456413,-0.6752786999999999,0.43540752,0.5896996999999999,0.34405786,-0.19085634,-0.90443075,-0.30841258,-0.12492561,0.75149715,0.10766321400000001,-0.10779965,-0.00898284,-0.9178698000000001,0.79362744,-0.6156272,0.07747476,0.51294684,-0.15113923,0.5091247,-1.0430857,0.22283576,0.37492862,0.34661427,0.21939507,-0.03658533,0.32573953,0.52113533,-0.32985890000000007,-0.27526608,0.13822572,-0.07990169999999999,0.14471693,-0.36779383,-0.17635313,0.057334412,0.65266824,0.15243962,0.26930115,0.21381691,0.17732881,-0.03163304,0.10841373,0.30689782,0.13775212,0.02231755,0.5017194,-0.20584413,0.22398132,0.10094746,0.12717275,0.053491015,0.010780169,0.34860003,-0.24941494,-0.29699394,-0.033623863,0.11687758,0.07683856,0.08546339,0.27435640000000006,-0.5920512,0.38201335,-0.013508067,0.29163077,-0.034291785,-0.43837702,-0.22315913,0.14254548,-0.06746731,0.10207949999999999,-0.29067785,-0.07461419999999999,-0.7160585,0.5238992,-0.2865497,-0.18582946,0.26179048,-0.25329050000000003,0.5309359,-0.5993344,0.069722235,0.054117102,-9.455407e-05,-0.103439204,-0.009128406,0.33334616,0.102168106,-0.6924511999999999,0.03289307,-0.14940079,-0.15791570000000002,1
-0.72577846,-0.61579293,0.35932705,0.1664932,0.027563274,0.61606103,0.2956567,-0.66607887,0.3894083,0.25025004,1.3883489,-0.2211179,-0.14847812,0.31325987,0.6988455,-0.8907529000000001,-0.003867266,0.42477256,-0.40826517,0.9606315999999999,-0.19672012,0.8359502000000001,-0.025112317999999998,-0.6723823,0.89406013,0.39628655,0.43242005,-0.22206779999999998,-0.048695493,0.6611685,1.2054998,0.051853005,0.45639542,-1.3200284,-0.050997123,-0.6321873,0.106740646,0.18452407,0.42031002,-0.64195657,-0.019297926,0.003850122,1.6063399,-0.12089512,-0.5169789,-1.0208941999999999,0.24572453,0.1922521,-0.6684294,0.038947857999999995,-1.2138543,1.1404094999999999,-1.0777878,-1.615351,0.35179907,0.37692964,0.05357459,0.06967796,1.0815278,-0.44866464,-0.76624495,-0.9543334000000001,0.89579284,1.5408127,0.13372479999999998,1.2004190000000001,0.22701533,-1.0441815,-0.3765918,-0.27033433,1.5390663,-1.2510383999999999,-1.2338741000000002,1.1001007999999999,0.9223899999999999,-0.8919290999999999,-0.090996236,-0.68588555,-0.8833219000000001,0.08150974,0.47050646,-0.52521837,-2.726402,-1.054886,0.66839355,0.5849058000000001,-0.13875492,0.9502195,0.7990043000000001,0.23722656,0.6320294,-0.71303743,-0.8841225,0.7979393,1.2170763999999998,1.1197426000000001,0.088008806,-1.3381711,-0.43298290000000006,0.23039521,1.3354899,-0.3455123,0.7077798000000001,0.030032932999999998,-0.2117197,0.8525209,-0.27497697,0.39558909999999997,-0.5090756,-0.12013401,-1.0565723,-1.1344196000000002,0.6779445,-0.07045139999999998,-0.64625686,-0.17347555,0.07076215,-0.7548036,-0.32122138,0.7723749,0
0.8145045999999999,0.9355292,-0.19172643,-1.0099305,0.20405364,0.6482491,-1.0140616,-0.09614534,0.07146661,0.7400024000000001,1.0010021,-0.026787404,-0.26683809999999997,2.157622,2.1183386000000004,-0.38758814,-0.41359377,-0.5633657,0.6485327,-0.33927116,1.3169716999999999,-0.41262440000000006,-0.118773274,0.1653029,-0.048967555,1.1356505,-0.8151701,0.69556874,-0.7635303000000001,-1.1860306,2.1803193,-0.2888027,0.2481987,0.31334850000000003,0.029443191,-0.33099076,-0.6774880999999999,0.9044744,-0.5632199000000001,-0.12040615,0.06517664,0.5416741999999999,-0.65278894,0.39799845,-0.2747866,0.28040883,-0.6265562,0.8816198000000001,0.13799155,0.089154065,-0.78412986,-0.11034845,1.2200904,-0.83110815,0.21760477,-0.46112075,0.35768452,0.0879197,0.9185143,-0.4432737,0.37369698,0.13378948,0.0028175432,-0.2251232,0.12285370400000001,0.45292079999999996,-0.6206329,-0.3782521,0.34691808,-0.027192676000000002,0.09166395,0.61882544,-0.26256540000000006,0.5456496999999999,-0.120951235,-0.1962886,-0.11850548,0.15385635,-0.6488369,-0.11318985,-0.13725942,0.5774825,-0.085813165,0.38182962,0.43696308,0.20483035,0.29674,0.2400096,0.41352692,-0.13261762,-0.13725911,-0.33071962,0.004196138,0.30703783,-0.62351066,0.009747583,0.26363885,0.44920874,-0.41923985,0.20095615,-0.17872995,0.31437817,0.6498284000000001,-0.19526657,-0.3883884,0.40904552,0.5610470999999999,0.8025906999999999,-0.23816204,-0.0054885163,-0.39921147,-0.24903014,0.60869527,-0.52509844,0.34506717,0.36696252,-0.6491967,-0.288937,-0.4674539000000001,-0.3304236,0
0.26656917,0.37759729999999997,0.005141232,0.20985343,0.058220074000000004,0.09310561,-1.1383052,0.10660412,0.4966847,0.24154812,0.609683,-0.018747766000000003,0.53278244,0.61541075,0.25513944,0.014511485,-0.5660672,-0.20341222,-0.8817417,0.9497610000000001,0.5000281,-0.52534366,-0.05051971,0.31312326,0.89594394,0.23876289,0.7526328,-1.1525947,0.09578253,-0.64466107,-0.09915025,-0.07381698,-0.19844875,-0.34982753,-0.09821060000000001,-0.41297883,0.52610666,0.4811657999999999,-0.02949648,0.24809656,0.68194824,0.36685303,0.47092032,-0.7058151999999999,-0.4381719,0.8693550999999999,0.48169428,0.0881714,-0.5200019,-0.085197635,-0.3320284,-1.1283103,0.23338076,0.46923932,0.14645289,-0.0001773106,-0.503221,0.2546085,-0.52974075,-0.14156502,0.21739222,0.015455976000000001,0.005078955,0.0064660055,0.04479716,-0.077907115,-0.93763983,-0.15231556,0.34030768,0.30771837,0.625444,0.09247408,0.29825088,0.36738333,0.019138437,-0.12378425,-0.2174594,0.018408086,-0.6265225999999999,0.5074719,0.43824905,-0.2183565,-0.15869823,0.29449618,0.6646482,0.42128069999999995,0.72431314,-1.1355453000000002,0.08803231,-0.39341816,-0.10140407,-0.33099347,-0.17628999,-0.39017388,-0.07601316,-0.32336935,0.39383957,0.34045390000000003,0.13152458,0.10713107,0.54612815,0.40629402,0.36563808,-0.6005078,-0.6866411,0.76859254,0.49928138,0.31248987,-0.5549201,0.051649902000000004,-0.14206527,-0.8999565,0.128694,0.49562207,0.101067625,0.16433589999999998,-0.45411244,0.15730032,-0.30989262,-0.16361272,1
0.380141,1.455918,1.9016981,-0.5048981,1.813434,-0.19344874,-1.224581,0.18106659,-0.65948176,-0.26047716,2.3592987,-0.14563312,0.27809134,0.75612646,0.50368464,-0.6871291,0.26272312,0.98363703,-0.029595014,1.0027814,1.0254937,0.6075334,-1.1742507,-0.7210492,-0.7590719,-0.27586183,1.580001,0.3996334,2.2188804,0.6492148,0.23375979,0.33618632,1.5714348999999999,-1.0884192,-0.37755623,-0.010713718,-1.040708,0.86355215,-0.33149257,1.078784,-0.6956215,-0.550056,-0.304166,-1.5422661,-0.7323488,-0.09798911,0.5093094,-0.6066655,-0.016656018999999998,1.6072663999999999,-0.6857968000000001,-1.1337476,-0.43897173,0.9902370999999999,-0.118829854,0.9665031999999999,0.47644532,0.49257255,0.72209996,0.46596605,-0.09865688,0.25643307,-0.31025788,0.1307048,-0.05959862,0.045965217,0.047038708,-0.65673673,0.7001168000000001,-0.7649651999999999,0.33837384,0.33803340000000004,1.1207718999999998,0.123101726,-0.70352215,0.13321981,0.48484862,0.14204055,0.13600129,0.10820876,0.6062055000000001,-0.5686916,-0.52900773,0.5461351,1.0673723,-0.33884904,0.83734006,0.09533126,-0.10439876,-0.24141696,0.03962968,0.37849808,0.26512140000000006,-0.5879485,0.2700288,0.24234562,-0.7876321,0.64291686,0.08585013,0.41368884,-0.35483408,0.15955374,0.8949559000000001,0.17525739999999998,-0.5597616999999999,1.2006691999999999,-0.9388703000000002,0.21372557,-0.43708056,-0.68583834,-0.27365,-0.7940954000000001,-0.0904181,-0.43728069999999997,-0.12750255,-0.7806448,-0.06759810000000001,0.2615148,0.6422101,0.25646585,0
0.28766724,0.14975734,0.2867336,0.23749131,0.11424566,0.48015592,0.57633024,0.5211808,-0.11746421,0.014209059,0.35423362,-0.5236987,0.608059,0.80469334,0.12335391,-0.3569598,-0.4715095,0.18817677,-0.5956789000000001,0.37198725,-0.4243121,-0.073474094,-0.6012533,0.30382204,-0.034327377,-0.2002889,0.058801115,0.17960712,0.388529,0.644525,-0.1133943,0.026537208,0.9630495000000001,-0.51898223,-0.25874886,-0.18131855,0.5132379,-0.29262150000000003,-0.4535197,0.29485983,0.19339468,-0.010851138,-0.23660327,0.7467625,-0.24677686,0.12827598,-0.030593733999999997,0.7275256999999999,-0.007090862,-0.029866382,-0.6393544,0.58483166,-0.06276637,-0.40760234,0.28468442,-0.075962774,-0.12067875,-0.16249444,0.8901662,-0.04475132,0.47891409999999995,-0.6036503000000001,-0.4156196,-0.02089066,-0.28262246,0.257862,-0.13851298,-0.36690488,1.0210009,0.00822525,0.81358,-0.10764519,-0.035665832,0.59918755,-0.54661804,0.06629013,-0.010958101999999999,0.32390574,-0.014451468,0.3626669,0.29032090000000005,-0.64249897,-0.53029126,0.031017497,0.0011196183,-0.051187805999999995,-0.04444007,-0.5500955,0.28140703,-0.37560809999999994,0.044909324,-0.28672338,0.326778,-0.60474473,-0.5278976,0.30000898,-0.48614082,0.17787677,0.040329136,0.40595529999999996,-0.45149696,-0.051995102,0.48822185,-0.44891949999999997,-0.52871996,0.41336462,0.5314606,0.3862623,-0.35063362,0.16240722,-0.65376604,-0.31722876,0.4308727,0.055419292,-0.28656915,-0.17120007,-0.24288878,-0.08131509,-0.45805973,-0.30368249999999997,0
-0.6512937,0.16894431,0.23694468,0.72507966,0.7702368,0.21175362,0.47243112,0.05191549,0.14446156,-0.42842636,0.51130736,0.5408976,0.15406296,0.904817,0.41134259999999995,-0.3766262,-0.13984670000000002,0.44951594,-0.63378626,-0.19403556,0.12774609,-0.11951056,-0.109577835,0.086397246,0.26944157,-0.2787335,-0.06874117,-0.32551318,-0.84632707,-0.08169689,0.44800392,-0.2191261,0.36784917,-0.34767056,0.12256774,-0.40378472,-0.73255605,0.30121329999999996,0.58687705,-0.85916567,-0.2991116,-0.41759285,-0.10947183,0.23866597,-0.013271335,-0.15832965,0.18704562,0.4125754,0.7083279,-0.5551535,-0.21483139999999998,-0.09944801,0.5894078,0.22267322,-0.005350382,0.847311,0.20960541,0.16479905,0.41675195,-0.2052206,-0.66205156,-0.0075098635,1.3299986000000001,-0.15452401,0.36875176,0.4294496,-0.23541395,0.11746717,-0.91993725,0.42951354,0.46858829999999996,-0.33783692,0.53998584,1.3700238,0.8864110000000001,0.6399898,0.28066912,-0.44266596,-0.15210712,-0.46592388,0.38949034,0.16544001,0.25112903,-1.5004357,-0.43180317,-0.13017768,0.6472228,-0.28959402,-0.0032743143,0.32563509999999996,-0.5633771,-0.20996621,0.09397235,0.26602268,0.2269266,-0.01421775,-0.6185246999999999,1.9966681,0.83369887,-0.1057228,-0.6469788000000001,-0.5156007,-0.3460857,1.2009193,0.9749861999999999,0.6244967,0.18401323,0.88184047,-0.40716577,-0.48705077,-0.6491671999999999,0.25007579999999996,0.05947104,-0.49758014,2.0213323,-0.39327204,-0.8071508000000001,-1.0345509,0.31061065,2.0271866000000003,0
0.37520418,0.16646860000000002,0.080076955,-0.34333152,0.40028626,0.291837,-0.8242379999999999,-0.31291038,0.5115635999999999,-0.26101652,0.044387218,0.5182192,-0.021447668,0.6432423,-0.09093934,-0.094054036,-0.102705345,0.18038929999999997,-0.64704067,-0.24939499999999998,-0.22750755,0.5532571,-0.16439524,0.71493053,0.30745885,0.47742155,0.38444653,0.51572806,0.45218986,0.013194812,-0.2962778,-0.27686343,0.016595947,0.42792287,-0.525856,-0.05603294,0.19577461,0.43292892,-0.51814884,0.3942276,0.025742502999999996,0.41097832,0.66901934,-0.16841407,-0.46318004,0.40285075,0.6135781,1.0199685,-0.23161592,-0.08792894,-0.5278636999999999,-0.25971073,0.66289914,-0.91985685,0.32832533,0.5325357,-0.85657495,-0.42696077,-0.589943,-0.4078196,0.37369698,0.13378948,0.0028175432,-0.2251232,0.12285370400000001,0.45292079999999996,-0.6206329,-0.3782521,0.34691808,-0.027192676000000002,0.09166395,0.61882544,-0.26256540000000006,0.5456496999999999,-0.120951235,-0.1962886,-0.11850548,0.15385635,-0.6488369,-0.11318985,-0.13725942,0.5774825,-0.085813165,0.38182962,0.43696308,0.20483035,0.29674,0.2400096,0.41352692,-0.13261762,-0.13725911,-0.33071962,0.004196138,0.30703783,-0.62351066,0.009747583,0.26363885,0.44920874,-0.41923985,0.20095615,-0.17872995,0.31437817,0.6498284000000001,-0.19526657,-0.3883884,0.40904552,0.5610470999999999,0.8025906999999999,-0.23816204,-0.0054885163,-0.39921147,-0.24903014,0.60869527,-0.52509844,0.34506717,0.36696252,-0.6491967,-0.288937,-0.4674539000000001,-0.3304236,1
0.3365575,0.06284951400000001,0.017273083,0.3184078,0.43419725,0.12976110000000002,-1.4558988000000002,-0.038170993,0.48471302,0.41598409999999997,0.6230247,0.104362875,0.3637486,0.4111608,0.116827965,-0.13291651,-0.46281776,-0.041211087,-0.8729072,0.72907674,0.33127937,-0.33429503,-0.26622027,0.36498207,1.028067,0.22660770000000002,0.77361333,-1.4588393999999998,0.5074079,-0.6044955,-0.13116877,-0.264306,-0.062422402,-0.15250422,-0.084965974,-0.5758535,0.18461214,0.28784683,0.19431101,0.21935755,0.49601513,0.53801984,0.59545124,-0.74683154,-0.49278019999999995,0.6544608000000001,0.79579574,0.19997296,-0.69902164,0.03156784,0.16507751,-1.1290597,0.06953271,0.60822546,-0.0020855037,0.049358346,-0.47266963,-0.051914642999999996,-0.40652009999999994,0.046682365,0.18234327,0.11093751,-0.60206085,0.43071678,0.450622,1.1370613999999999,-0.1360384,-0.32203564,0.5691725000000001,-1.0517733999999999,0.37935594,0.0149702905,0.3230241,0.19237912,-0.28871873,-1.1207305,0.09558563,-1.0264401,-1.2252878,-0.7397123999999999,-0.21270032,-0.2166937,1.068357,-0.13485889,-0.65293175,0.24216251,0.013848896999999999,0.6029783000000001,0.56141764,-0.8362347,1.5804718,-0.55569994,-0.19526047,0.5644939,0.18930191,-0.10002593,-0.40184899999999996,1.8642442,-1.206173,0.45858827,-0.80998164,0.467891,0.84705627,0.5893016,-2.9181247000000003,0.4166956,0.30075857,1.3933041000000002,0.53523153,1.3351005,-1.2490852,-1.716937,-0.8230638000000001,0.12613705,-0.31176190000000004,0.35509753,-0.6374423,-1.044151,0.3901493,-0.7085768,0
-0.7290839,1.0177083,1.3859805,-0.6579782,0.7393968000000001,0.27342835,-0.0051928022999999995,0.37534964,0.8935252,0.68067884,0.37092412,0.11850966,0.77226055,1.1887715,0.32288298,-0.9739715,0.65969396,-0.21868397,0.5339978,-0.24008751,0.15762495,-0.29676586,0.25828302,-0.23720478,0.9138812,0.69791275,0.8666839,0.41168857,0.10292796,0.6732059,0.17150989,-0.49345398,0.13581435,-1.1808212,-0.4834122,0.7342491999999999,0.66998374,0.69233,0.96201336,0.41454652,0.025173862,-0.960306,0.13307828,0.20769169999999998,-0.30652090000000004,0.068254985,0.5645393,0.6244205,0.34649685,-0.15693317,0.47357166,-0.48764512,0.612548,0.29125157,-0.77479243,0.79141206,-0.50461704,-0.44199413,-0.54275167,-0.02137198,0.20173518,0.47956064,0.19720669,-0.66572493,0.34359762,0.4423723,0.051493894000000005,0.34453055,0.16993478,-0.061566245,0.119740024,-0.4941179,0.46248403,1.207418,0.34505695,-0.4130857,0.4032976,-0.07939347599999999,0.22356544,0.09195942,-0.19596559,-0.23814312,0.37827325,-0.004840773499999999,0.2727823,0.39756020000000003,0.4769367,-0.0032608159999999997,0.07453375,0.32568115,0.2944108,-0.49264309999999994,0.2856878,-0.8786535,-0.4175915,1.0763116000000001,0.13084026,0.35493192,0.13575432,0.3425058,-0.100149095,-0.27321723,0.5526446,-0.77090514,-0.37428890000000004,0.35757607,0.040875778,0.03465559,0.36908367,-0.16339278,0.18452129,0.0044985367,0.032507464,-0.20387903,-0.076136254,0.24785334,-0.5241835,-0.30000618,-0.24503346,0.12878953,1
-0.055124357,-0.020775923999999998,0.6072898,-0.028448678999999998,-0.16616732,-0.027519767999999997,-1.1923683,0.46215963,0.44841346,0.35443459999999993,1.0586617,-0.19422796,0.20855735,0.24654199,0.34744707,-0.32715532,-0.31600803,0.026527831,-0.69391406,1.1666912,0.18793452,-0.5130945,-0.14969233,0.7021953000000001,0.6708859,0.27499509999999994,0.47051713,-1.2062864,0.7213728,-0.26255444,0.15682927,-0.5300296999999999,0.63060397,-0.5007735,0.45876482,-0.56894153,0.64151937,0.78608865,-0.101065494,0.40490097,0.96689814,0.98295397,0.2632401,-0.72056186,-0.48608857,1.0792756000000001,-0.35280448,0.5715786,0.051974174000000005,-0.2302835,-0.7879378,-0.5229157,-0.23553488,0.6586681999999999,0.20474976,0.8218421999999999,-0.47872338,0.3847414,-0.52790123,0.077088445,0.21739222,0.015455976000000001,0.005078955,0.0064660055,0.04479716,-0.077907115,-0.93763983,-0.15231556,0.34030768,0.30771837,0.625444,0.09247408,0.29825088,0.36738333,0.019138437,-0.12378425,-0.2174594,0.018408086,-0.6265225999999999,0.5074719,0.43824905,-0.2183565,-0.15869823,0.29449618,0.6646482,0.42128069999999995,0.72431314,-1.1355453000000002,0.08803231,-0.39341816,-0.10140407,-0.33099347,-0.17628999,-0.39017388,-0.07601316,-0.32336935,0.39383957,0.34045390000000003,0.13152458,0.10713107,0.54612815,0.40629402,0.36563808,-0.6005078,-0.6866411,0.76859254,0.49928138,0.31248987,-0.5549201,0.051649902000000004,-0.14206527,-0.8999565,0.128694,0.49562207,0.101067625,0.16433589999999998,-0.45411244,0.15730032,-0.30989262,-0.16361272,1
-0.08160278,-0.3657229,0.21404436,0.67108685,-0.20694737,0.65819454,0.03495203,-0.47265524,-0.227965,0.34702063,0.5131172,-0.14703351,0.016410116000000002,-0.23789883,0.5021402,-0.057508823,0.21051235,-0.05840027,-0.69924754,-0.13527167,0.60951716,-0.07152551,0.045750663,0.03856344,0.30571149999999997,0.10134416,0.59117967,0.021039505,0.12321661,-0.19411081,-0.18755083,-0.9472497,0.015643016000000003,-0.28986448,-0.30268252,0.5777958000000001,0.11159554,0.3691326,-0.32171577,-0.21929947,-0.059267204000000004,-0.078790665,-0.45293479999999997,-0.14480577,-0.35976776,0.7733946,0.04567541,0.12342516,-0.01586873,0.8946829,-0.39941844,-0.21468247,0.44080820000000004,-0.6721081999999999,-0.25819746,-0.014078868999999999,-0.83943653,-0.32903948,0.026595756,0.10523408,0.92773634,1.0970365,-0.21963137,-0.5570965999999999,-0.3039671,0.27615964,0.58503693,0.20055811,0.304827,0.33879313,2.019946,-0.40541550000000004,0.7129254,1.1518605,-0.6175265,-0.3626656,0.19456084,-0.012869865,-0.20797783,0.18587079999999997,0.17979416,1.5583578000000002,-0.94225144,0.5446609,0.07884323,-0.54868424,0.054459162,0.67787117,0.5374797,-0.7534571,-0.27949572,-0.8140358,0.47834942,-0.7523041,0.82281715,0.92332745,-0.42556828,0.20556751,-0.16410099,-0.77301514,0.78029805,0.1363986,-0.41071284,-0.1991308,-0.13729423,0.13321012,-1.0704528999999998,0.0036291173,-0.6286229,0.54471004,-1.0567084999999998,-0.23023836,0.47738558,0.58716697,0.39679509999999996,1.2461972,-0.07679398,0.44368678,0.73495525,0.46444118,0
0.09400056,-0.31839406,-0.31033358,-0.2722079,0.019017733999999998,0.19588646,-0.2362219,0.41705924,-0.04534396,0.41235190000000005,0.68965495,-0.6488221,0.06531594,0.23099375,-0.55252755,-0.43829387,-0.49789312,-0.13749549,-0.66820127,0.13151318,0.33517632,0.3306117,0.29587898,0.048303988,0.41171309999999994,-0.4418505999999999,-0.030075604,-0.14226048,-0.090681285,0.003931748,0.6769014,-1.0812155,0.26063168,-0.021488693,-0.40446323,0.52084976,0.37760922,0.0789591,0.039523825,0.08189563,-0.17072777,-0.102051586,-0.069481485,-0.08045809,-0.068058856,0.39144614,-0.024179787999999997,0.6870305999999999,-0.4047513,0.7647476,-0.46750894,-0.086658224,0.30906972,-0.07562667,-0.05912236,0.06340061,-0.5977531999999999,-0.20660834,0.33002170000000003,-0.21859156,0.14574432,0.063145906,0.26981303,-0.23679751,-0.15255992,-0.24675074,0.057649884000000005,0.65182287,0.11507881,0.7318996,0.7120616,-0.3834697,-0.04826991,0.26275694,-0.09850028,-0.27713925,0.14755547,0.116725385,-0.24252596,-0.03758417,0.044370398,0.21717885,0.011859393999999999,0.48896927,0.5975869,-0.21505333,-0.22539394,0.05046169,0.29724237,-0.09140992,0.49842945,-0.37059948,0.6675909999999999,-0.7689294,-0.208941,-0.19530018,0.30336362,0.26930618,-0.34907785,0.29538432,0.50599074,-0.020908473,-0.21531987,-0.16352254,0.094287544,0.779961,-0.7573816999999999,0.8073453,-0.23280859,0.37387526,-0.8098324,0.1530744,0.33969334,-0.07635019,0.34195918,0.67827576,-0.45847625,0.32290292,0.23271905,0.18535742,1
1.4643251,1.2861947,2.0592363000000002,-0.38798553,0.31642613,2.2097764,-0.5432874,0.49818137,0.98712873,-0.16043241,3.2066827,0.14447528,0.34793752,-0.695523,2.6265025,-3.3118870000000005,1.0894301000000002,-0.09951218,-0.41175112,-0.32070094,0.9304608,1.8626968999999998,1.3748293,-0.9725056999999999,-0.5683062,0.02776883,-0.42941260000000003,0.7834073,1.0024266,0.080267735,0.67577046,-0.84829235,0.7078441,-0.20858404,0.6834803,0.6821252,-1.2662474,2.0243626,-0.11545003,-0.09825462,0.82753694,1.5942644,0.70913154,-0.31291944,-0.8130626,-0.026658934,0.21833107,-0.6659333000000001,2.2141395,1.7185138,-1.9042381999999998,-0.8573071,-1.5142366000000003,-1.5969276000000001,0.19981626,0.51929075,-0.38297102,0.26261747,1.5097711999999999,2.51193,-0.76624495,-0.9543334000000001,0.89579284,1.5408127,0.13372479999999998,1.2004190000000001,0.22701533,-1.0441815,-0.3765918,-0.27033433,1.5390663,-1.2510383999999999,-1.2338741000000002,1.1001007999999999,0.9223899999999999,-0.8919290999999999,-0.090996236,-0.68588555,-0.8833219000000001,0.08150974,0.47050646,-0.52521837,-2.726402,-1.054886,0.66839355,0.5849058000000001,-0.13875492,0.9502195,0.7990043000000001,0.23722656,0.6320294,-0.71303743,-0.8841225,0.7979393,1.2170763999999998,1.1197426000000001,0.088008806,-1.3381711,-0.43298290000000006,0.23039521,1.3354899,-0.3455123,0.7077798000000001,0.030032932999999998,-0.2117197,0.8525209,-0.27497697,0.39558909999999997,-0.5090756,-0.12013401,-1.0565723,-1.1344196000000002,0.6779445,-0.07045139999999998,-0.64625686,-0.17347555,0.07076215,-0.7548036,-0.32122138,0.7723749,0
