@relation relation_name
@attribute Number1 real
@attribute Number2 real
@attribute Number3 real
@attribute Number4 real
@attribute Number5 real
@attribute Number6 real
@attribute Number7 real
@attribute Number8 real
@attribute Number9 real
@attribute Number10 real
@attribute Number11 real
@attribute Number12 real
@attribute Number13 real
@attribute Number14 real
@attribute Number15 real
@attribute Number16 real
@attribute Number17 real
@attribute Number18 real
@attribute Number19 real
@attribute Number20 real
@attribute Number21 real
@attribute Number22 real
@attribute Number23 real
@attribute Number24 real
@attribute Number25 real
@attribute Number26 real
@attribute Number27 real
@attribute Number28 real
@attribute Number29 real
@attribute Number30 real
@attribute Number31 real
@attribute Number32 real
@attribute Number33 real
@attribute Number34 real
@attribute Number35 real
@attribute Number36 real
@attribute Number37 real
@attribute Number38 real
@attribute Number39 real
@attribute Number40 real
@attribute Number41 real
@attribute Number42 real
@attribute Number43 real
@attribute Number44 real
@attribute Number45 real
@attribute Number46 real
@attribute Number47 real
@attribute Number48 real
@attribute Number49 real
@attribute Number50 real
@attribute Number51 real
@attribute Number52 real
@attribute Number53 real
@attribute Number54 real
@attribute Number55 real
@attribute Number56 real
@attribute Number57 real
@attribute Number58 real
@attribute Number59 real
@attribute Number60 real
@attribute Number61 real
@attribute Number62 real
@attribute Number63 real
@attribute Number64 real
@attribute Number65 real
@attribute Number66 real
@attribute Number67 real
@attribute Number68 real
@attribute Number69 real
@attribute Number70 real
@attribute Number71 real
@attribute Number72 real
@attribute Number73 real
@attribute Number74 real
@attribute Number75 real
@attribute Number76 real
@attribute Number77 real
@attribute Number78 real
@attribute Number79 real
@attribute Number80 real
@attribute class {True, False}
@data
0.48448956,-0.9653802,-1.1550153,-0.015023176999999999,0.19421634,-0.1586674,0.41689393,0.45558652,1.2992038000000001,-1.2915716,0.1564829,0.06517519999999999,-0.8158204000000001,0.5865534,-0.16674383,-0.28670692,-0.37103778,0.045068305,0.23556107,-0.07464860000000001,0.3114143,-0.26186195,-0.75763845,-0.61040115,-0.28577137,-0.16619697,-0.5014714,-0.11811172,-0.47208324,-0.87306964,-0.56314546,1.0552633,0.8159664000000001,0.010520594,-0.8120267,-0.27954829999999997,0.05619216,-0.75270104,0.6441874,-0.48623347,0.30154142,-0.8258693000000001,-0.9039018,-0.18522206,0.077993274,-0.08518493,0.70810044,0.30390233,1.1389448999999998,-0.90999544,0.1038192,-0.035156194,-0.5734238,0.39758906,-0.23430912,-0.059108485,-0.119956315,0.07776618,0.23619545,-0.014719692,0.17294557,-0.10148948,-0.7117852,-0.4509643,-0.16046839999999998,-0.015362627,-0.44154054,-0.08050894,-0.31566268,-0.688928,-0.5040346,0.9058009,0.6265611,-0.01846823,-0.5803301,-0.12567662,0.044733167000000004,-0.53543925,0.62251663,-0.35212824,True
0.5107775,-1.1559082,0.37608555,-0.5294049,-1.0230494,-0.010398149,-0.17760868,-0.18886608,0.8915017,0.7808979,0.08938964,1.2531678999999998,-0.60026103,0.51943386,-0.38661054,-0.91454995,0.40581048,-0.30692565,-0.15444137,-0.21943426,-0.7221810000000001,1.3862491000000001,-0.33277023,0.29586565,-0.8971218000000001,-1.0941066000000002,-0.40250388,-1.3425548,-0.21470532,-1.4690128999999998,-0.3170496,-0.47679657,-0.026591782,0.28632095,0.49298800000000004,0.56026995,0.028117887999999997,0.08530847,-0.54579335,0.6171641999999999,0.14624764,-0.18400925,-0.09609876,0.44091392,-0.6795283000000001,0.25512615,0.678497,0.6311289000000001,0.5577926,0.3510095,-0.2584557,-0.22229716,0.34442547,0.072573535,0.3394893,-0.39720064,0.31318456,0.0036011473,-0.3105691,-0.01779025,0.06988035,-0.37151736,-0.024830287000000003,-0.0017888982999999998,-0.38058606,-0.046283647000000004,-0.5595471,0.32811645,-0.017415594,-0.30342090000000005,-0.27625448,-0.21730322,-0.22147186,-0.57176334,-0.26186370000000003,-0.25829893,0.17562488,0.025215107999999996,0.5955899,-0.05305757,False
-0.55299187,-0.75993574,-1.1586965,0.18317716,-1.9227755000000002,0.032673664,0.8007776999999999,0.31706598,0.59666574,-0.015796835,-0.41732433,0.6701803000000001,0.19496556,-0.015021646999999999,-0.1578687,0.35762283,0.42589167,1.0047110000000001,0.67793304,-0.4674009,-0.32772034,1.7454604999999999,-2.270769,-0.46614566,1.1708462,-1.1114438,-0.87470317,-0.7755571,-0.16675483,0.39420402,-0.62756854,0.0069842422,0.67595047,-0.17574461,-0.054206777000000005,1.0098506,-0.31442204,-0.48033416,1.8713877,0.75476396,0.75886166,-0.51076066,-0.7890588000000001,0.74300694,-0.6058244,-0.043833422999999996,-0.21375068,0.56412494,1.8479301,-0.33003843,-0.26165962,-1.2548499,2.0058599999999998,-0.69172686,-0.8214087999999999,-1.3131235,-0.52023333,0.85658437,0.12397688,1.2879473999999997,-1.1595052,-1.2128315,1.1569091999999999,0.7849586999999999,0.37277806,0.056186,-1.21574,-0.32620057,-2.1370583,-0.789991,1.001339,-0.564696,1.5022262,0.44935042,-0.83065015,0.62829953,0.36427426,-1.0424632999999999,1.3280326999999998,-0.7243255,False
0.8025411,-0.8615838,-0.37329096,-0.6532757,-0.5648965,0.4651369000000001,-0.06057516,1.0584791,1.4244164,-1.2814118,0.29089293,-0.1948991,0.2883417,0.5550438,0.13272179999999997,-0.30369467,-2.644432,2.1606147,1.6284393999999998,-0.25137076,0.081245884,0.6157919,-2.0579712,0.30244267,-0.056341454000000006,-1.3288323,-0.42827377,-1.1607853000000001,0.33944732,-0.14745244,-0.19827324,-0.14484715,-0.9062277,0.13970152,0.23711033,-0.08296135,-1.4107656000000002,-1.0493879,1.879025,-0.41971028,0.13060170000000002,-0.67179006,-1.4799634,0.42620109999999994,-0.007718605,0.6370174,0.59681726,-0.18399207,0.5353760000000001,-0.42074284,0.17978542,0.37481874,0.10304849599999999,0.24864899,-0.36505540000000003,-0.5376959,0.32624018,-0.14353397,-0.57632947,0.123016156,-0.043073665,0.049647722000000005,0.1630395,-0.4021387,0.09608739999999999,0.24391617,-0.13322166,0.3410704,-0.40909263,-0.59542775,-0.38314626,-0.038521275,0.25076374,0.6705688,0.076935954,0.6880203,0.06804082,-0.45016304,0.7370129,0.03419972,False
0.32394806,-0.2452561,-0.70367396,-0.31522346,-0.5107636999999999,0.34339005,-0.45020699999999997,0.9478714,0.8499030999999999,-0.33688256,0.42602924,0.194326,-0.23573576,0.22171322,-0.41113997,-0.19299968,-0.050083533,0.1490483,-0.042030644000000006,-0.37458822,-0.8779594000000001,-0.3032927,0.52049196,0.015300773,-0.090147205,0.5998787,-0.8560995000000001,0.07188243,-0.43380278,0.06934466,-0.11685638,0.3706339,-0.20188048,-0.005707676,0.1422319,0.83264184,-0.6155989000000001,0.05111609,-0.0434034,-0.118669525,-0.61748934,-0.15228617,0.53193694,0.10975126,-0.94526,0.08879003,0.105165765,0.5583104999999999,0.74074507,-0.7545126,0.35027453,-0.74040174,-0.13007516,-0.65451473,-0.07005411,0.0075597065,0.46843612,-0.095127635,-0.038703233,-0.23502307,-0.33348957,0.41716874,0.049459605999999996,-0.27546346,-0.25810963,-0.41787222,-0.1204872,0.077421926,0.7337570999999999,-0.94083184,-0.13083461,0.35360664,0.04899156,-0.14433011,0.5406993,0.42485059999999997,-0.102133535,0.730587,0.75287163,-0.48808852,False
0.34862027,-0.18511899,-0.11924801,0.35197556,-0.611182,0.34843445,0.661246,0.68060464,0.74780345,0.22206043,-0.17336756,-0.563837,0.38316703,0.052255724,0.25598289999999996,-0.6363156999999999,0.40329465,0.042000562000000005,-0.47978225,-0.2222405,0.15433937,-0.53738236,0.25441822,0.020710893,0.049749818,0.09151152,-0.63042253,0.25556087,-0.00085109996,-0.47643304,-0.5017775999999999,-0.10056442,-0.54536116,-0.18368913,-0.31650259999999997,0.040632665,0.04734726,-0.08686929,0.8716166,-0.24372396,0.29021156,-0.08919882,-0.17094702,0.23635092,-0.70390624,0.16794388,0.50227165,0.4513932,0.66378754,0.3593833,-0.27371642,-0.5049835,0.4081616,0.0087719,0.18873578,-0.6324389,0.38495263,0.09233695,-0.39127308,-0.1486108,0.12422064,-0.3330706,0.21675664,0.10146204,-0.033542495,-0.12474052599999999,-0.60547996,0.15644099,0.045865465,-0.30642638,-0.2328254,-0.103445426,-0.24784535,-0.19038057,-0.42540112,-0.042530306,0.03731548,-0.012343163999999998,0.5619408,-0.06073198,True
0.17189789,0.04870955,-0.0759013,0.76372343,-0.108978696,0.3533377,0.31403765,0.75050443,-0.17095934,-0.81119597,-0.041630175,-0.21268561,0.3318722,0.06670961,-0.21980208,-0.7313988,0.13434304,0.3424533,0.4077165,-0.25543657,-0.4271312,0.3363055,-0.61208636,-0.5711129,0.18409035,-0.24542964,-1.1250403,0.009804791,0.43376175,0.25824937,0.12589484,0.4619922000000001,-0.47436017,0.6984102,-0.7640354,0.6477345,-1.1595318000000001,0.14468081,-0.043865725,0.7436792,-0.18362343,0.09102761,-0.13432783,-0.010270412,-0.14873657,0.05781767,0.61667454,0.52487063,0.010357839,0.11477074,0.68190336,-0.33970213,0.020719532,-0.24756564,-0.5005277,-0.7053683000000001,-0.27055326,-0.39084148,-0.37158743,0.29210790000000003,-0.26128809999999997,-0.65142643,-0.56981933,-0.24700001,-1.2791523999999999,-0.23807003,-0.3899877,-0.019573843,-0.13157083,0.12062255,-0.19256702,-0.34430700000000003,0.14244817,-0.048570987,-0.31543590000000005,0.72907853,-0.74296355,0.31829050000000003,-0.0972862,-0.15951023,False
-0.43090895,-0.20222406,0.35237604,0.14633298,-1.0608357,-0.15764743,1.2967191999999998,-1.1397713,-0.73012847,0.002325568,0.40286750000000005,0.5800953000000001,-0.29082343,-0.99166405,0.04994163,-0.8188407,0.88323,0.24707843,-0.3906498,0.4915343,0.26086143,-0.70380825,-1.1031669,-0.6337803000000001,-0.3545778,-0.6256807,-1.2279023,0.88805586,-0.05055632,0.040647887,0.77788126,0.7415805999999999,0.50414866,-0.066677615,0.71607363,0.48466358,0.24028467,0.19517714,0.23140010000000003,-0.7790434,-0.61748934,-0.15228617,0.53193694,0.10975126,-0.94526,0.08879003,0.105165765,0.5583104999999999,0.74074507,-0.7545126,0.35027453,-0.74040174,-0.13007516,-0.65451473,-0.07005411,0.0075597065,0.46843612,-0.095127635,-0.038703233,-0.23502307,-0.33348957,0.41716874,0.049459605999999996,-0.27546346,-0.25810963,-0.41787222,-0.1204872,0.077421926,0.7337570999999999,-0.94083184,-0.13083461,0.35360664,0.04899156,-0.14433011,0.5406993,0.42485059999999997,-0.102133535,0.730587,0.75287163,-0.48808852,False
0.5004579,-1.7644090000000001,-1.3013436,-0.4372034000000001,-0.005711284499999999,0.0051508206,0.54247516,1.2830268,1.7699044999999998,-0.32251507,0.41756055,-0.8381607,-0.12537074,1.1558033,-0.34063995,-0.6152496000000001,-0.65448946,0.7934336999999999,1.2815266,-0.280506,0.81004137,-0.97254825,-1.2831991000000003,0.48258406,0.030461684,0.23046014,-0.22333622,0.029253839,-1.4018868,-0.5544715,-1.1960633999999999,3.4898347999999997,1.6639825000000001,0.7146188,1.0994861,0.73421973,-1.0816401000000002,-1.5995648,0.42672092,-1.6149782,0.21406917,0.24454223,0.23147312,0.19039634,-0.43724996,0.48011085,0.49235904,-0.57090753,-0.21832351,-0.6242124,0.114878476,0.26290476,0.03343806,-0.5185305,-0.09987541,-0.31351292,0.40026715,0.6021233,0.56844294,0.15050864,0.17396128,-0.56729203,-0.39740634,-0.090926886,-0.45786124,0.15999198,-0.577975,-0.41013408,-0.060210858,-0.35283372,0.17619516,-0.07343767,-0.012142977,-0.79615927,0.79681814,-0.27972233,-0.7205488,-0.31434032,0.37369016,-0.6495334,False
0.7679832,-0.6291850999999999,-1.2711099,0.14121069,-0.6736977,-0.41636893,0.16323489,0.21674320000000002,1.1989648000000002,0.08849826,-0.19593571,-1.0489807,1.5105095,-0.25489026,-0.42378324,-1.0821077,-0.50379664,1.1858031999999998,0.83349955,1.2274827,-1.0467271,-0.3546179,0.68207437,0.5454441999999999,0.009869451,-0.0549624,-0.7442141999999999,0.098912686,-1.6062853000000001,-0.465135,0.5883008000000001,-0.04595311,1.4586691,0.84964323,-0.2820141,0.25646695,0.26468924,-0.6932666999999999,0.7050751000000001,-0.21023358,-0.23536384,-0.21440019999999999,0.22083989999999998,0.33502784,-0.8632027,-0.17111619,0.71918875,-0.75725734,-0.3277835,-0.086742304,0.42146114,0.34755754,-0.03457424,-0.7745434,-0.09476325,-0.54294467,0.5366347,0.27976449999999997,-0.2653197,0.25728490000000004,0.19459176,-0.37304404,-0.7619805000000001,-0.69826686,-0.12403018,-0.31273168,-0.97404486,0.6536076999999999,0.107135504,-0.10464511,0.48823273,0.4571157,0.5224863000000001,-0.14190988,0.41759524,0.22853443,0.22426254,0.23451948,-0.23069622,-0.6831648,False
0.3857982,0.44810623,-0.8710737,1.2809454,-0.27229235,0.30954516,-0.052080426,0.40127996,-0.40608679999999997,-0.16952103,-0.49944785,-0.48503137,-0.42142674,-0.024845497999999997,-1.2055854,-0.39890337,-0.03168436,-0.013158617,-0.028311567000000003,-0.4558134,0.11449549,0.28951684,-0.28459722,0.30563435,0.06993305,0.66813165,-0.9896239,-0.16700445,-0.06956053,0.10063215,-0.35677648,0.1735183,0.3912512,-0.12951861,0.25940734,0.080612205,-0.5057153,0.04617536,1.0836906000000002,-1.1327279,-0.23536384,-0.21440019999999999,0.22083989999999998,0.33502784,-0.8632027,-0.17111619,0.71918875,-0.75725734,-0.3277835,-0.086742304,0.42146114,0.34755754,-0.03457424,-0.7745434,-0.09476325,-0.54294467,0.5366347,0.27976449999999997,-0.2653197,0.25728490000000004,0.19459176,-0.37304404,-0.7619805000000001,-0.69826686,-0.12403018,-0.31273168,-0.97404486,0.6536076999999999,0.107135504,-0.10464511,0.48823273,0.4571157,0.5224863000000001,-0.14190988,0.41759524,0.22853443,0.22426254,0.23451948,-0.23069622,-0.6831648,False
0.48461476,0.34936926,-0.8811275,1.4083796999999998,-0.24635404,0.49495485,-0.25427034,0.038718186,-0.48097718,-0.37599486,-0.62974185,-0.19187723,-0.24933231,-0.07222165,-1.1100299,-0.5258316,-0.15802458,-0.017049622,0.03151148,-0.5348698000000001,0.13484992,0.39424359999999997,-0.16660874,0.55310124,0.03889261,0.5348401999999999,-1.0954846999999999,-0.31545845,-0.19479781,0.34476283,-0.025467036000000002,-0.025260035,0.40778226,0.11323742,0.30387273,0.43064830000000004,-0.40867403,0.04654105,0.9078809999999999,-1.0881671999999998,0.44825307,0.336073,-0.88418734,1.1844868999999998,-0.22656712,0.2120313,-0.040516187,0.09581233,-0.31592998,-0.47173738,-0.6006509,-0.33064443,-0.33659196,0.16373955,-0.9891158000000001,-0.32408533,-0.054606717,0.13191505,-0.07338639,-0.59862894,0.029808644,0.29217526,-0.114739224,0.42843154,0.081999056,0.5082523,-0.91915584,-0.25051007,-0.16986202,0.16318561,-0.06362159,-0.06196286,0.22893098,-0.031113207,0.28824058,0.32530114,-0.45956156,0.06481439,0.8885847,-0.8824685,True
-0.6627506999999999,-0.38792196,0.47186880000000003,1.3344871,-0.062909536,0.4176567,0.55432284,0.49563706,-0.046640645999999994,0.14075924,-0.14008605,0.65111697,0.109334424,0.05346694,-0.41466284,-0.47857225,-0.49681099999999995,0.18381706,0.7787724,-0.014096217,-0.33933336,0.4973218,-0.18220977,-0.45878816,-0.37077084,0.28496128,-0.45834672,0.14284068,0.29249156,0.052142832,-0.4854372,0.91105205,-0.44950873,0.9120543999999999,0.2640406,0.46964428,0.17720072,0.8836957000000001,0.10693998,0.14853077,0.15747379999999997,0.14202207,-0.059157677,0.6669153,-0.20622599,0.6692015,0.3417295,0.60846317,-0.17566097,-0.8244763,-0.063136645,-0.2231833,0.37218562,0.11684392,-0.17916559,-0.48983923,-0.047373797999999995,0.39186242,0.38471186,-0.22160113,-0.30091196,0.40694752,-0.22845468,-0.4431799,0.058778185,-0.20783205,-1.115693,0.12491193,0.32306936,0.08297494,-0.021899229,0.3261906,-0.5267345999999999,0.6970885,-0.7680672,0.60299015,-1.1569538000000001,0.13455379999999997,0.084453955,0.5837266999999999,True
-0.04607295,-0.47556275,-1.340789,1.1637937,-1.0654451,-0.8395674999999999,-1.8051336,0.48857385,0.24840981,0.6152926999999999,-1.7498821,1.7621933999999997,-0.70993054,-0.34060964,1.2957366000000001,-1.5494105,-1.4914732,-0.60849524,0.21738268,0.47640046,-0.6098524000000001,-0.44160706,-0.76618767,-0.48327276,0.91396475,0.2310221,-1.5083198999999998,-1.6412985,-1.1482491000000001,-1.9467558999999997,0.3398452,-1.494649,-0.038869336000000004,-0.09162553400000001,0.386846,0.9526324,-0.90971345,0.82572305,1.3747619,-0.46776766,0.6321384,1.4132651000000003,-0.41250858,-0.25777078,-0.54034716,0.7598991999999999,-0.44978392,0.60901976,0.72723794,-0.8863274999999999,0.23558542,0.54457194,-0.47451013,-0.8392149999999999,0.6688457,0.28691858,1.463445,0.00706713,1.7819741999999998,0.18303715,0.9280323,-0.5738249,-0.69117504,0.50969476,-1.1565589,-0.5143075,-1.4893299,-0.2012864,0.5165935,-0.9573806,2.0923637999999998,0.14281529,0.07394276,0.11179807,1.631859,-0.84885335,-1.4687543,-0.2898638,1.3797786,0.028842757000000004,False
0.30848756,-0.36339429999999995,-0.4333111,0.24763568,-0.47918704,-0.02988368,0.13261478,0.5825256,0.7198618,-1.06865,-0.08130097,0.25354436,-0.12540974,0.28842604,-0.22563648,-0.60383177,-0.009580013,0.0017928357999999998,0.23823348,0.046713997,-0.5076356,0.034993015,-0.22028463,-0.17876735,-0.14705713,0.4540948,-0.18177533,1.0077796,-1.0487806999999998,0.3255473,-0.63112444,-0.14581259,-0.16598064,0.40066782,0.3597554,0.17884342,-0.31794968,0.954448,-0.037233286000000004,0.78315836,0.30203134,-0.64896524,0.31142077,-0.062301345,-0.33253783,0.9670025999999999,-0.35906404,-0.35968554,1.139042,0.47352934,0.18502972,-0.04998315,0.1590946,0.5855948000000001,-0.12554127,-0.9443568999999999,0.2745085,0.359028,0.84047794,-0.030380646,-0.39568081,-0.31589870000000003,-0.29118590000000005,-0.66101223,0.44848999999999994,-0.76091677,-1.0188448,1.0444294,0.6376354000000001,-0.20166728,1.0664153,-0.16498442,0.41809988,-0.48920414,0.12861389,-0.5317714,0.75883335,0.36198887,0.08724376,-0.64243484,False
-0.35160759999999996,-0.15823579,-0.88052267,-0.77593094,0.09467844,0.16908899,-0.39614162,0.961558,0.61087114,-0.10744054,-0.03303483,0.29727057,0.21242964,-0.3095097,-1.2470845,0.101222046,0.014974302,0.13717169,0.42804167,-0.05213861,-1.0222879999999999,-1.1594353000000002,0.35464188,-0.64460516,-0.43684393,0.56017476,-1.1495107,-0.04358122,-0.41352814,-0.09254656,-0.49105859999999996,0.76644164,0.31754740000000004,-0.28304932,0.64044917,0.8468005999999999,-0.851068,0.21350619999999998,-0.35419905,0.17517149999999998,-0.61748934,-0.15228617,0.53193694,0.10975126,-0.94526,0.08879003,0.105165765,0.5583104999999999,0.74074507,-0.7545126,0.35027453,-0.74040174,-0.13007516,-0.65451473,-0.07005411,0.0075597065,0.46843612,-0.095127635,-0.038703233,-0.23502307,-0.33348957,0.41716874,0.049459605999999996,-0.27546346,-0.25810963,-0.41787222,-0.1204872,0.077421926,0.7337570999999999,-0.94083184,-0.13083461,0.35360664,0.04899156,-0.14433011,0.5406993,0.42485059999999997,-0.102133535,0.730587,0.75287163,-0.48808852,False
0.6677998,-0.19027282,-1.1181408000000002,0.07871922,-0.3437324,-0.33145857,0.6722754,0.30683246,0.65352696,0.24591073,0.43360353,-0.63971186,0.606437,0.20244934,-0.41801000000000005,-0.54626155,0.54908645,1.074595,0.30319697,0.38724026,-0.50680125,0.41025618,-0.09381736,-0.15371676,0.16031787,0.101992294,-0.45471990000000007,-0.09790528,-0.96380436,0.08144749,-0.2245018,0.63031274,0.34643003,0.6051304,0.40272707,-0.15311211,-0.27177906,0.02927248,0.73570997,0.18574822,0.11663843,-0.15327512,-0.66147995,-0.33285713,-0.52552664,0.22725545,-0.16310112,0.7246739999999999,0.8363951999999999,-0.27606840000000005,0.24527575,0.32426766,-0.107593566,0.30030918,-0.17380336,-0.045817617000000005,0.08513874,0.07883303,-0.071289256,-0.31338722,-0.91698474,-0.18309222,0.44490534,0.072358005,-0.17376895,0.5153615,-0.67281365,0.27366948,-0.32918665,0.023469215,-0.1169703,0.23431462,-0.30126244,0.028716804,0.19300453,0.6734895000000001,-0.47985566,0.07312602,-0.023346132000000002,-0.10166152,False
-0.45278546,0.29318175,-0.7131165,-0.07203951,-0.6321954000000001,-0.39864105,0.15679939,-0.693401,0.57815206,0.12970108,0.47486663,0.24561062,0.15914692,0.3739301,0.19640313,-0.25608444,0.23637408,0.07797177,0.056674632999999995,-0.76997846,-0.58768964,-0.47483268,0.17725296,-0.45666835,-0.3550558,-0.19796179,-0.10232533,-0.63513833,0.14868005,-0.70564055,-0.6416713000000001,0.5901279,0.32604253,1.1906075,-0.26720312,0.12447831,-0.33517033,0.2271089,0.19709046,-0.2550077,0.539754,-0.22980931,-0.7755585,0.022783368999999998,-0.48805222,-0.51674074,0.74272245,0.23158124,0.6026845999999999,0.010044278,0.5037438,-0.60637367,0.4142383,0.31345716,-0.313183,-0.2710931,0.3545871,0.85957134,0.33535168,0.39862186,-0.54326993,0.21842355,-0.02482801,-0.053423103,0.19794738,0.10430857,-0.56515956,-0.13966547,-1.0119709000000001,-0.14073887,-0.27790493,0.5097651,0.32466334,0.5705281999999999,0.24661966,-0.116298914,-0.37829462,-0.02293515,0.4922924,0.21264225,True
0.801086,-0.5096273,-0.1991051,-0.15041119,-0.5679211,0.48812520000000004,-0.012659700000000001,0.20410582,0.38144663,0.9380622999999999,-0.0084187025,-0.41927380000000003,-0.5350745,-0.43478500000000003,0.047341954000000006,-0.33833557,0.018417041999999998,-0.25007212,-0.4621067,0.1186151,-0.60260975,-0.4570892,0.26210806,0.5269957,0.04984322,-0.28185362,-1.3939037,0.29048803,0.4687564,-0.57431966,-0.9420069999999999,-0.25414768,-0.2505479,-0.05566192,0.18685828,0.3729631,0.16114900000000001,-0.6465512,0.5166506,0.21802057,0.29021156,-0.08919882,-0.17094702,0.23635092,-0.70390624,0.16794388,0.50227165,0.4513932,0.66378754,0.3593833,-0.27371642,-0.5049835,0.4081616,0.0087719,0.18873578,-0.6324389,0.38495263,0.09233695,-0.39127308,-0.1486108,0.12422064,-0.3330706,0.21675664,0.10146204,-0.033542495,-0.12474052599999999,-0.60547996,0.15644099,0.045865465,-0.30642638,-0.2328254,-0.103445426,-0.24784535,-0.19038057,-0.42540112,-0.042530306,0.03731548,-0.012343163999999998,0.5619408,-0.06073198,True
0.27892014,0.68005145,0.33546543,-0.24108924,-0.80968004,0.25901926,0.7797906,-0.4496696,0.27097893,-0.03150154,-0.20917763,-0.07559482,0.09659644,0.2105069,0.051456112000000005,-1.0090576,-0.74583787,-0.17053689,0.47538623,-0.35288313,-0.32250997,0.26527303,-0.16668591,0.32442790000000005,-0.18864514,0.25991833,-0.35083359999999997,0.89827156,-0.036516126,-0.5169229000000001,-0.06578495,-0.40939236,1.1213685,0.5153233,-0.21927887,-0.29014885,0.16692458,0.35825009999999996,0.5210329,-0.27912542,0.29021156,-0.08919882,-0.17094702,0.23635092,-0.70390624,0.16794388,0.50227165,0.4513932,0.66378754,0.3593833,-0.27371642,-0.5049835,0.4081616,0.0087719,0.18873578,-0.6324389,0.38495263,0.09233695,-0.39127308,-0.1486108,0.12422064,-0.3330706,0.21675664,0.10146204,-0.033542495,-0.12474052599999999,-0.60547996,0.15644099,0.045865465,-0.30642638,-0.2328254,-0.103445426,-0.24784535,-0.19038057,-0.42540112,-0.042530306,0.03731548,-0.012343163999999998,0.5619408,-0.06073198,True
0.027454436000000002,0.19901139,-0.6766078000000001,-0.24738345,-0.6919171,0.13678087,-0.32610258,0.7245054,0.92879367,-0.40512484,0.38176382,0.52781004,-0.17497273,0.34769595,-0.22475362,-0.010405535,0.011995965,0.30406305,-0.1058901,-0.61517906,-1.0433846,-0.096438535,0.5085384,0.06549824,-0.17874889,0.5771175000000001,-0.7691560000000001,0.06593416,-0.25742278,0.20807529999999996,-0.042063132,0.47613192,-0.17593075,-0.06603676,0.09791465,0.91606206,-0.8144923000000001,-0.07535994,-0.039523832,-0.23672654,2.123888,0.3675644,0.29606724,1.3287464,-1.1758496999999999,0.4452478,0.6090848000000001,-0.79099923,0.21462585,-0.49490562,-0.91808367,1.0718193,-1.3491126,2.2212264999999998,-1.282007,0.17566909,0.52338386,0.75434524,1.3578426000000001,-0.7026659000000001,-2.0523013999999997,0.57787204,-1.2539878,0.5274378000000001,0.60302573,0.24931324,-1.0919482,0.30161145,-1.3899041,-1.8448764,0.12469012,-1.1276412,0.8000567,-1.5548208000000001,1.2016876,0.44337574,-0.31029650000000003,1.6699529,-0.5128549,1.144253,False
-0.14224720000000002,0.75371015,0.67033,0.49206300000000003,-0.6196571,0.47569767,0.35664913,0.09293266,0.24171485,-0.31273463,0.37802163,0.5814653000000001,-0.5152991,0.6062145999999999,-0.2669821,-1.2057742,-0.06062733,-0.71814567,0.17329349,-0.9902743,0.16152833,-0.37287070000000005,-0.45161670000000004,-0.17932156,-0.41094247,0.20778452,-0.18004726,0.44486505,-0.20364064,-0.75295365,-0.26907495,-0.13526300000000002,1.0796119,0.049383800000000005,0.15393339999999997,-0.77703595,-0.14418492,-0.46379334,0.053461928,0.30449697,0.04684494,-0.55520606,0.13142751,0.9311511999999998,-1.0679902000000001,0.08777644,-0.13584453,-0.91501176,0.54981154,-0.08846548,-0.7224789,0.5374393,0.2821717,0.2912631,-1.3183,-0.27602297,0.39627072,0.387228,-0.53152,-0.6033328,1.0019307,-0.1678608,-1.1765836,-0.20537767,-0.93057525,0.7008736,-0.53340733,-0.089144334,0.46430472,-0.6104458,-0.52614087,-0.27161199999999996,-0.7872693000000001,0.07024995,0.43847674,0.6797890000000001,0.45049238,-0.029491998,-0.055308904000000006,-0.41877776,False
-0.39673477,-0.45596546,-0.9234011000000001,0.46532879999999993,-0.41012493,-0.15259951,0.3004447,0.04581016,0.95892197,-0.61119145,0.24529298,0.37608758,-0.09457939,0.12202452,-0.181282,-1.4510825,-0.059153835999999994,-0.18227217,-0.06089381,0.573926,-0.86165416,0.37841162,-0.25950083,-0.12009458,0.42390537,0.7065123000000001,-0.3207719,0.19637644,-0.86089706,-0.46003062,-0.30090952,-0.6875986,0.060221523,0.28435066,-0.0404845,-0.15377793,-0.46347925,0.61928064,-0.11339827599999999,0.3583963,-0.8659644000000001,-0.33821009999999996,-1.0057684,0.317298,-0.41045016,0.032778453,0.40966374,-0.03900057,0.64764535,-0.24298081,0.45272177,0.12654151,-0.032734322999999996,0.05142684,-0.3362103,-1.3555048,0.02582776,0.02659605,-0.32444709999999993,0.6721096,-0.91660625,0.44050556,-0.44694033,-0.22748576,0.49024049999999997,0.5145524,-0.48042807,-0.36252868,-0.5055101,-0.72325075,-0.105000325,-0.5316295,0.22078669,0.42355797,-0.23221475,-0.124558926,-0.6020854,-0.017529845,0.4264308,-0.08763879,True
