@relation wekaa10

@attribute Number1 numeric
@attribute Number2 numeric
@attribute Number3 numeric
@attribute Number4 numeric
@attribute Number5 numeric
@attribute Number6 numeric
@attribute Number7 numeric
@attribute Number8 numeric
@attribute Number9 numeric
@attribute Number10 numeric
@attribute Number11 numeric
@attribute Number12 numeric
@attribute Number13 numeric
@attribute Number14 numeric
@attribute Number15 numeric
@attribute Number16 numeric
@attribute Number17 numeric
@attribute Number18 numeric
@attribute Number19 numeric
@attribute Number20 numeric
@attribute class numeric
@data
1.351474,2.7027864,-0.08811505,-0.08391356,0.19209489999999999,-0.78328156,-0.66294944,-1.4181143,1.1742811000000002,-1.1246118999999999,1.9045193999999999,1.2256638000000002,0.49771354,0.19161019,0.11106008,-2.2883787,-0.807135,-0.967864,0.7283917,-1.3482709,1
0.16658118,2.0957167,-0.20578969,-2.2275074,-1.1337631000000001,-1.4469613000000001,1.3592271999999999,-1.0241896000000001,1.4416287,2.2433349999999996,0.28292793,2.0342598,-0.22776666,-2.7105305,-0.80013144,-1.0101130999999999,0.22065140000000003,-1.8787023999999997,2.0933962,2.2919042000000003,1
0.04369347,-0.15563262,-0.6019199000000001,-1.2430357,-0.25451162,-0.23028263,0.9843001,0.24154034,0.97375983,-1.1810722,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
0.7545964,0.8339517,0.5941845,-0.79006,-0.21817078,1.0904497,0.5403060000000001,0.08305488,-0.23205727,-1.1307278,0.7480659000000001,0.7720494000000001,0.39488113,-0.8832196,-0.15966789999999997,1.0446780999999998,0.57842916,0.20323019,-0.19884354,-0.9865430000000001,1
0.33599943,2.3471704,-0.61229587,-1.1452688,-0.038511574,0.37149394,0.36316493,-0.7506526,1.131894,-0.51700145,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
-0.16565567,1.8989426999999999,-0.575804,-1.8343973000000002,0.07977006,0.55818796,0.64085245,0.17238246,1.0485200000000001,-0.32233295,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
2.5230515,1.5369638,0.7306224,0.13647653,0.2753297,-3.0436400000000003,-1.0469960999999999,-1.280513,0.93586683,-1.6957669999999998,1.1044501,0.22003302,0.6450604,-0.4190218,0.39001116,-0.2329665,-0.48370638,0.87764436,0.27550665,-0.22525585,0
1.228792,1.5398188999999998,0.90364677,-0.8949056999999999,-0.3839648,1.138514,0.108384445,-0.37340359999999995,-0.31639805,0.48333114,0.68779,2.140191,1.7426254,-1.2268412,-0.7305031,1.5705118,0.4425292,-2.6576009999999997,0.07038246,0.39986035,1
0.77223104,0.57059044,-0.078080855,0.24157974,-0.7526124,0.37305543,0.17949663,0.121748164,1.7492558999999996,-0.22832711,0.38923997,2.2319812999999997,0.049649723,-0.15022463,-0.9988078000000001,0.594679,-0.067085356,-0.04412187,1.9455773,-0.5247813,1
0.023361972999999998,1.8748797,-0.672584,-1.7779522,0.08859393,0.3335209,0.6736615,0.22972162,0.9720019,-0.2698895,-0.014557023999999998,1.0463171,0.63066036,-0.11276164,-0.9818462,-0.5041651,-0.9126583,-0.98811823,1.6166883,-1.3937925,0
0.089709096,0.85386306,-0.5932574,-0.8678695,-0.9410328000000001,-0.08971703,0.37383294,-0.036664646,0.99464697,0.104277916,1.8058002,1.2456163999999998,3.061023,-0.26698828,-4.664769000000001,0.5742835999999999,-1.2474163,-1.9717764,0.63330907,-0.8592706,0
1.3429567,-0.74594456,0.8974914,-0.21820597,0.62167287,0.5450119000000001,0.3512804,0.103982255,1.0368544,0.8999649,1.5838033999999999,0.024025993,-0.97605777,-0.6987168,0.065753296,-2.2577262000000005,1.0038179,0.12909886,1.417826,-1.2645296999999998,0
0.31361702,0.5345211,1.1207608,-2.1908822,-0.48288590000000003,0.34368125,-0.49131966,0.22284473,-0.83166564,-0.7557441999999999,1.1532308999999998,-0.62851757,-0.32091479999999994,-1.9399990000000003,-0.11485931,0.94410783,1.4893724,2.0173285,2.8885782000000004,0.058805767,0
0.56832814,0.004159757,0.6386036,-1.4348379,0.42949048,-0.10401552,-0.49389616,-0.33669540000000003,-0.48997933,-0.8767146,0.95076966,0.8513782,0.5035582000000001,0.05815085,-0.14747617,-0.32134786,-0.19824971,0.5292340999999999,0.25558013,-0.71696824,0
0.48046824,0.46880066,-0.72687715,-0.8304918,-0.6351031,-0.18864726,0.29815227,0.49463212,1.2080925,0.15106039,1.2011579,0.9716453000000002,0.42158076,-1.0049062,-0.09806554,0.7984169,-0.025912445,0.59923077,-0.13547511,0.09862736,0
0.23738116,0.8300433,0.4049784,-0.48186564,0.36882302,0.41832125,0.26894107,0.41885793,0.29678524,-0.5154038,1.1547405000000002,0.8361620999999999,0.8063068,-1.1700972,0.48736864,0.8792719999999999,0.6229974,0.65797687,-0.2773178,0.18221034,1
1.1779895,0.9467180000000001,-0.18086937,-0.7303926,-0.8931937,0.09557677,0.49390712,-0.079559036,-0.32713073,-0.27705267,1.091821,0.9000215,-0.19961941,-0.8098523,-0.7819944000000001,0.25068334,0.37801185,-0.10259580000000001,-0.2786067,-0.46118745,1
1.1682755,0.6387123,0.61178267,-0.10156369999999999,0.15762684,-0.4191225,-0.46033373,0.8274889999999999,0.31104714,-0.5534505999999999,-0.28486612,-0.11551054599999999,0.99710774,-1.0428815,1.1195066,-0.3972616,0.78514147,-1.3087806,0.8869646999999999,-0.08771197,0
0.8152146,-0.46405554,0.8462346,-0.6085699,-2.0325408,0.95914024,-0.033395942000000005,0.7632954000000001,0.8601834,-1.0591760000000001,-0.28486612,-0.11551054599999999,0.99710774,-1.0428815,1.1195066,-0.3972616,0.78514147,-1.3087806,0.8869646999999999,-0.08771197,0
1.2990319,-0.0058018444,0.36842440000000004,-0.061463643,-0.41280013,0.7965601999999999,0.45908427,1.0358292,0.88446695,-0.007103036,0.93865067,1.0594443,-0.047019232,0.044861864,-0.50894696,0.55076724,0.5875924,0.61506265,1.2158037,-0.9813395,0
0.024686793,-0.16741459,-0.5268248999999999,-0.9138593,-0.42503297,-0.17560071,1.1628966,-0.013228465,1.0411774,-1.0273464,0.73837966,-0.6377039000000001,1.075359,-0.038290213999999996,-0.2492826,-1.2226988,1.5007428999999999,-0.44923544,0.47135767,0.14352408,1
1.1682755,0.6387123,0.61178267,-0.10156369999999999,0.15762684,-0.4191225,-0.46033373,0.8274889999999999,0.31104714,-0.5534505999999999,0.39419770000000004,0.0017885276999999998,-0.33686304,-1.5211218999999998,0.18455991,-0.81919324,0.016009018,0.44511229999999996,0.25687957,-0.13917202,0
0.009589728,1.7156153000000003,-0.68099433,-1.5418507,0.11467689,0.38469699999999996,0.66883653,0.21947408,1.1331176,-0.3299723,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
0.8346402,0.98043996,0.551812,-2.3140953,0.039769012,0.33516505,0.90368855,0.26958940000000003,-0.8115189,0.10562546,0.9007440999999999,0.9161454,0.3206354,-1.5631455,-0.005818584,0.36788252,0.61411893,0.40357003,-0.6127530999999999,-0.22469361,1
1.1732949,1.0832037,-0.15601675,-0.73781455,-0.85735625,0.20083015,0.61258113,-0.16074468,-0.34341955,-0.5686097,1.091821,0.9000215,-0.19961941,-0.8098523,-0.7819944000000001,0.25068334,0.37801185,-0.10259580000000001,-0.2786067,-0.46118745,1
0.52427095,2.5899432,-0.30609733,-0.78491664,0.056977227000000005,0.36844970000000005,0.06901588,-1.147501,1.0112078000000002,-0.696416,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
2.0202138,-0.08403869,0.24522465,-1.9788872,0.32425705,1.0615518,1.6875966,0.43496302,-0.42399496,0.33197916,1.6225125,0.0014016697,0.39333484,-1.4379159,0.37458012,0.90013814,1.315416,0.26530929999999997,-0.42603820000000003,0.35634735,1
0.6622834,0.42139965,-0.1784331,-0.5965166999999999,-0.34671494,0.8024296999999999,-0.54591656,-0.89035374,0.9384321,-0.19033426,-0.56538206,-0.17404560000000002,1.3907268999999998,-0.9505993,0.26448330000000003,-0.23251910000000003,0.79158527,-0.2803506,0.47569638,-0.15882242,0
1.0159482,-0.7903653,-0.4930405,-0.93959856,-0.48666406,0.03573276,0.30940405,-1.5934509,0.9001886999999998,0.10771643,-0.2958824,0.15794814,1.2108201,-0.2528424,0.7584991999999999,-0.6344484,-0.013441305,-0.7763329000000001,1.2601295,-0.46874209999999994,1
1.2734221000000001,-0.42885983,0.79018503,0.04072504,0.7086941999999999,0.19422916,0.3405417,0.04415598,1.2359978,0.9529405999999999,1.1763468000000001,1.3212091000000001,0.0073162713,-0.55869675,0.37185284,-1.0989434999999999,1.2222038999999998,0.17757879,0.3742643,0.7451933000000001,1
0.23738116,0.8300433,0.4049784,-0.48186564,0.36882302,0.41832125,0.26894107,0.41885793,0.29678524,-0.5154038,0.7480659000000001,0.7720494000000001,0.39488113,-0.8832196,-0.15966789999999997,1.0446780999999998,0.57842916,0.20323019,-0.19884354,-0.9865430000000001,1
0.78090507,0.8932399999999999,0.5095265999999999,-0.92385286,-0.1587116,1.2172486,0.78589207,0.41541034,-0.14418465,-1.1792216,0.95076966,0.8513782,0.5035582000000001,0.05815085,-0.14747617,-0.32134786,-0.19824971,0.5292340999999999,0.25558013,-0.71696824,0
3.4619877,2.8617527000000003,6.176407,2.0770237000000003,-6.032641,-0.17765123,3.3149629000000003,-1.0375432,2.5955498,-1.505567,-0.28486612,-0.11551054599999999,0.99710774,-1.0428815,1.1195066,-0.3972616,0.78514147,-1.3087806,0.8869646999999999,-0.08771197,0
0.53900874,0.10078729,-0.24873064,-0.5652176,0.13087803,0.23689662,0.6356559,-0.16027611,0.4810816,0.06048879,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
0.03850648,2.1256392,1.8453572,-4.501807,0.49897453,2.3284488,0.34812188,-0.38806240000000003,0.7876219,1.9772688999999999,-0.014557023999999998,1.0463171,0.63066036,-0.11276164,-0.9818462,-0.5041651,-0.9126583,-0.98811823,1.6166883,-1.3937925,0
1.0515932,0.96691173,-0.26694655,-0.8917386999999999,-0.93807393,0.20088682,0.506483,-0.07564794,-0.2992692,-0.5530802,0.101766825,1.4063406999999999,4.141885,-1.2205129,0.28845093,1.8645528999999998,-1.6294867,-1.0513837,1.0546956,0.57221556,0
1.5736244,-0.059297893,1.407965,0.05808559,0.3307503,0.11546135,2.8438315,-1.1856536,0.21557668,-3.3356193999999997,1.2011579,0.9716453000000002,0.42158076,-1.0049062,-0.09806554,0.7984169,-0.025912445,0.59923077,-0.13547511,0.09862736,0
1.0465712999999999,0.2694884,-0.28576905,0.17067382,-0.873368,-0.18597806,0.06692357,0.23844276,1.1629194999999999,-0.40527859999999993,0.54122883,0.66256183,0.7197161999999999,0.24225073,0.37290692,0.5612982,0.59695303,-0.69755715,1.144666,0.49920562,0
0.4115874,1.0256588,0.22292031,-0.77157265,-0.1520308,1.1540725,0.8165739000000001,0.8449624,0.7376457,-0.38609895,0.7480659000000001,0.7720494000000001,0.39488113,-0.8832196,-0.15966789999999997,1.0446780999999998,0.57842916,0.20323019,-0.19884354,-0.9865430000000001,1
0.97217494,0.26030445,1.184352,-0.9930319,-0.959591,0.46419093,-0.6563866999999999,-0.38144508,-0.801443,-1.3608698000000001,0.6875076999999999,0.054894958,0.5195245,-1.2458035,0.26402774,-0.24444765,-0.5155619,-0.23181329999999997,-0.47271599999999997,-0.8732724000000001,1
-0.36634856,0.050075735999999996,1.5630483999999998,-0.26715708,0.60114896,-0.09078915,1.1490208,-1.2722566000000002,1.0110905000000001,-1.2102087,-0.38410065,0.24873167,1.3302988000000002,-0.3212797,0.50918937,-0.14621978,0.85646576,-0.96980387,0.77151203,-1.1202309,1
0.9485176,0.50469375,-0.5957108,-0.7207974,0.38734922,-0.87435734,1.2296943999999999,0.21067953,0.6203543,0.39685398,1.1763468000000001,1.3212091000000001,0.0073162713,-0.55869675,0.37185284,-1.0989434999999999,1.2222038999999998,0.17757879,0.3742643,0.7451933000000001,1
1.5736244,-0.059297893,1.407965,0.05808559,0.3307503,0.11546135,2.8438315,-1.1856536,0.21557668,-3.3356193999999997,1.1183366000000001,-0.2874085,0.9049364,-0.1072972,0.53466445,0.20918682,1.9599402,-0.9114034,0.41082412,-2.7546237000000002,1
0.019409826,-0.07010348,-0.66005,-1.1579274,-0.4437028,0.02159335,1.0366502,0.044406623,1.1501603999999999,-1.3017895,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
1.2900115,-0.8886344,-0.31256688,-1.2283950000000001,-0.9547424999999999,0.25848716,0.38824975,-1.2515018999999998,0.13170023,0.2024318,1.3569642,1.0555108,0.22724143,-1.0503722,-0.09488967,0.46613409999999994,0.5507265,0.54025424,-0.39655098,-0.05733099,0
0.15787189,1.0427688,-0.39416024,-1.1282016000000001,-0.15695764,0.7463108,-0.11591618,-1.004865,0.6656115,-0.72226226,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
1.2939056999999998,0.9558177,0.9542290000000001,-1.3931040000000001,0.70356923,1.052526,0.64593333,0.8148384,-0.21725792,0.23624943,1.1547405000000002,0.8361620999999999,0.8063068,-1.1700972,0.48736864,0.8792719999999999,0.6229974,0.65797687,-0.2773178,0.18221034,1
-0.42668185,0.26060520000000004,1.2716641000000002,-0.35956118,0.90152603,-0.89960873,-0.051753834000000005,-1.0286075000000001,1.6035792,-0.42513490000000004,1.9045193999999999,1.2256638000000002,0.49771354,0.19161019,0.11106008,-2.2883787,-0.807135,-0.967864,0.7283917,-1.3482709,0
1.7211821,-0.7236961999999999,0.49782139999999997,-0.0031673657,-0.3232889,-2.4096384,1.2497953000000002,-1.1960082,0.35702318,-0.34958416,2.2333388,-0.6483614999999999,-0.16142139,-0.37150890000000003,-0.44916207,-3.4754339999999995,1.1899110000000002,-1.2015642,0.8385453000000002,-0.43465,1
1.2939056999999998,0.9558177,0.9542290000000001,-1.3931040000000001,0.70356923,1.052526,0.64593333,0.8148384,-0.21725792,0.23624943,-0.014557023999999998,1.0463171,0.63066036,-0.11276164,-0.9818462,-0.5041651,-0.9126583,-0.98811823,1.6166883,-1.3937925,0
-0.07610786,0.29593587,-0.6650353,-1.0861912,-0.27689216,-0.10036523,0.20763652,-0.41193620000000003,0.9541478000000001,-0.5576704,0.02656116,1.5341352,-0.57722753,-1.494508,0.055068724000000006,0.37342104,0.6925368000000001,0.28401837,0.84621316,-0.24035956,1
0.7148167,-1.0549023000000002,2.6067842999999997,-1.3313731000000002,-3.3808937000000006,1.7315766,-0.51685655,-1.2593193999999999,1.0356445,-1.6696851000000001,-0.38373572,-0.27007174,1.3301061,-0.45137042,0.5934431,-0.17258175,0.5473479,-0.29059368,0.94855356,-0.65109557,0
1.0855226999999998,-1.6061736,3.437147,-2.0794206,-3.923896,2.2226033,0.057285875,-2.1831188,0.8726927,-2.325586,0.47054908,-0.9453353000000001,1.9632958999999999,-1.3338517,-2.8243115000000003,1.4546899,-0.2719243,-1.1447493,0.6685873,-1.3006027,1
