Disease	CircRNA	Probability
gastric cancer	hsa_circ_0015350	0.998579740524292
gastric cancer	hsa_circ_0001791	0.998066127300262
gastric cancer	hsa_circ_0024997	0.995797634124756
gastric cancer	hsa_circ_0005912	0.922640144824982
glioma	hsa_circ_0001175	0.680121660232544
glioma	hsa_circ_0001819	0.871616303920746
glioma	hsa_circ_0005239	0.688465416431427
glioma	hsa_circ_0043534	0.691309094429016
glioma	hsa_circ_0078710	0.6338911652565
glioma	hsa_circ_0067745	0.6338911652565
glioma	hsa_circ_0017446	0.799550414085388
glioma	hsa_circ_0000098	0.815837383270264
glioma	hsa_circ_0000615	0.598764479160309
glioma	hsa_circ_0001907	0.767967581748962
glioma	hsa_circ_0028899	0.994035720825195
glioma	hsa_circ_0001727	0.91462105512619
glioma	hsa_circ_0001445	0.998111009597778
glioma	hsa_circ_0075001	0.773700714111328
glioma	hsa_circ_0017515	0.686778664588928
glioma	hsa_circ_0003575	0.990492522716522
glioma	hsa_circ_0032683	0.781742453575134
glioma	hsa_circ_0000700	0.775793850421906
glioma	hsa_circ_0001070	0.896196484565735
glioma	hsa_circ_0000177	0.980295121669769
glioma	hsa_circ_0046449	0.844907224178314
glioma	hsa_circ_0002968	0.905738949775696
glioma	hsa_circ_0001821	0.895138919353485
glioma	hsa_circ_0003570	0.859362781047821
glioma	hsa_circ_0005931	0.6338911652565
glioma	hsa_circ_0007380	0.588672757148743
glioma	hsa_circ_0001566	0.866345703601837
glioma	hsa_circ_0003838	0.967640578746796
glioma	hsa_circ_0005075	0.839388787746429
glioma	hsa_circ_0023918	0.608982622623444
glioma	hsa_circ_0000893	0.746257305145264
glioma	hsa_circ_0002078	0.527470350265503
glioma	hsa_circ_0005620	0.770508170127869
glioma	hsa_circ_0057336	0.6338911652565
glioma	hsa_circ_0000523	0.94499945640564
glioma	hsa_circ_0001313	0.90090137720108
glioma	hsa_circ_0009910	0.694190800189972
glioma	hsa_circ_0001141	0.857606291770935
glioma	hsa_circ_0000638	0.979509115219116
glioma	hsa_circ_0001410	0.831222474575043
glioma	hsa_circ_0006801	0.645801544189453
glioma	hsa_circ_0000426	0.50881165266037
glioma	hsa_circ_0004277	0.74446302652359
glioma	hsa_circ_0008305	0.558718919754028
glioma	hsa_circ_0006404	0.926785707473755
glioma	hsa_circ_0060144	0.597431719303131
glioma	hsa_circ_0092024	0.687684535980225
glioma	hsa_circ_0016347	0.814136445522308
glioma	hsa_circ_0080121	0.983047425746918
glioma	hsa_circ_0000144	0.788419961929321
glioma	hsa_circ_0079891	0.658413469791412
glioma	hsa_circ_0000627	0.540412068367004
glioma	hsa_circ_0023110	0.686778664588928
glioma	hsa_circ_0045510	0.676457285881043
glioma	hsa_circ_0005046	0.97382664680481
glioma	hsa_circ_0089310	0.718675851821899
glioma	hsa_circ_0035381	0.773700714111328
glioma	hsa_circ_0015756	0.691309094429016
glioma	hsa_circ_0066077	0.659260332584381
glioma	hsa_circ_0056048	0.587373971939087
glioma	hsa_circ_0000915	0.685013473033905
glioma	hsa_circ_0023114	0.686778664588928
glioma	hsa_circ_0006411	0.831616759300232
glioma	hsa_circ_0012129	0.924000084400177
glioma	hsa_circ_0056288	0.806099057197571
glioma	hsa_circ_0040081	0.6338911652565
glioma	hsa_circ_0000254	0.521105647087097
glioma	hsa_circ_0007006	0.55627053976059
glioma	hsa_circ_0000130	0.589633822441101
glioma	hsa_circ_0000831	0.949991166591644
glioma	hsa_circ_0003586	0.94797682762146
glioma	hsa_circ_0043138	0.937002122402191
glioma	hsa_circ_0004771	0.684176921844482
glioma	hsa_circ_0001721	0.652325749397278
glioma	hsa_circ_0023117	0.6338911652565
glioma	hsa_circ_0000199	0.964455783367157
glioma	hsa_circ_0079549	0.686778664588928
glioma	hsa_circ_0005603	0.992777645587921
glioma	hsa_circ_0005684	0.964035153388977
glioma	hsa_circ_0001875	0.908618330955505
glioma	hsa_circ_0092315	0.634179472923279
glioma	hsa_circ_0058058	0.611354529857636
glioma	hsa_circ_0007031	0.963843882083893
glioma	hsa_circ_0001423	0.650175511837006
glioma	hsa_circ_0006460	0.96586000919342
glioma	hsa_circ_0068087	0.531675457954407
glioma	hsa_circ_0043256	0.931427359580994
glioma	hsa_circ_0023903	0.763107061386108
glioma	hsa_circ_0092340	0.829288899898529
glioma	hsa_circ_0000284	0.664933145046234
glioma	hsa_circ_0000504	0.947857677936554
glioma	hsa_circ_0004136	0.584643840789795
glioma	hsa_circ_0067735	0.972476005554199
glioma	hsa_circ_0002052	0.831385552883148
glioma	hsa_circ_0032876	0.986813306808472
glioma	hsa_circ_0072359	0.686778664588928
glioma	hsa_circ_0091822	0.77933132648468
glioma	hsa_circ_0091894	0.722966015338898
glioma	hsa_circ_0001206	0.809678673744202
glioma	hsa_circ_0004872	0.935459136962891
glioma	hsa_circ_0001577	0.732524991035461
glioma	hsa_circ_0000437	0.820955276489258
glioma	hsa_circ_0004846	0.51364403963089
glioma	hsa_circ_0001791	0.912013113498688
glioma	hsa_circ_0024997	0.899904251098633
leukemia	hsa_circ_0000567	0.528793573379517
leukemia	hsa_circ_0017446	0.947688519954681
leukemia	hsa_circ_0001946	0.708318650722504
leukemia	hsa_circ_0028899	0.749071896076202
leukemia	hsa_circ_0001445	0.908220291137695
leukemia	hsa_circ_0003575	0.594563126564026
leukemia	hsa_circ_0000700	0.555793821811676
leukemia	hsa_circ_0007534	0.81634134054184
leukemia	hsa_circ_0046449	0.575447499752045
leukemia	hsa_circ_0000594	0.588997721672058
leukemia	hsa_circ_0000523	0.663849174976349
leukemia	hsa_circ_0001313	0.634865999221802
leukemia	hsa_circ_0000488	0.912011206150055
leukemia	hsa_circ_0001947	0.954650461673737
leukemia	hsa_circ_0022392	0.608940601348877
leukemia	hsa_circ_0001649	0.653884470462799
leukemia	hsa_circ_0008305	0.555306017398834
leukemia	hsa_circ_0008078	0.843927145004272
leukemia	hsa_circ_0035381	0.934220612049103
leukemia	hsa_circ_0001187	0.809121608734131
leukemia	hsa_circ_0086376	0.757485330104828
leukemia	hsa_circ_0008345	0.673920691013336
leukemia	hsa_circ_0049657	0.923954010009766
leukemia	hsa_circ_0000254	0.919941306114197
leukemia	hsa_circ_0005684	0.594727218151093
leukemia	hsa_circ_0001451	0.575962781906128
leukemia	hsa_circ_0058058	0.843873381614685
leukemia	hsa_circ_0043256	0.735565721988678
leukemia	hsa_circ_0000504	0.56391966342926
leukemia	hsa_circ_0004136	0.926047027111053
leukemia	hsa_circ_0022080	0.688836991786957
leukemia	hsa_circ_0022383	0.651238679885864
leukemia	hsa_circ_0005912	0.516991019248962
lung cancer	hsa_circ_0000516	0.536816775798798
lung cancer	hsa_circ_0001982	0.972240447998047
lung cancer	hsa_circ_0002007	0.756495714187622
lung cancer	hsa_circ_0001819	0.998212814331055
lung cancer	hsa_circ_0001417	0.808033645153046
lung cancer	hsa_circ_0005239	0.987749755382538
lung cancer	hsa_circ_0085495	0.876094162464142
lung cancer	hsa_circ_0014130	0.991252481937408
lung cancer	hsa_circ_0000567	0.950497388839722
lung cancer	hsa_circ_0015278	0.625324904918671
lung cancer	hsa_circ_0000098	0.872302532196045
lung cancer	hsa_circ_0002874	0.991777896881104
lung cancer	hsa_circ_0002111	0.736325919628143
lung cancer	hsa_circ_0000615	0.947650730609894
lung cancer	hsa_circ_0086241	0.991590201854706
lung cancer	hsa_circ_0001946	0.995005786418915
lung cancer	hsa_circ_0006903	0.978554308414459
lung cancer	hsa_circ_0001727	0.933785200119019
lung cancer	hsa_circ_0001445	0.993535041809082
lung cancer	hsa_circ_0002179	0.965616703033447
lung cancer	hsa_circ_0006054	0.985205233097076
lung cancer	hsa_circ_0014961	0.885162711143494
lung cancer	hsa_circ_0000700	0.549823880195618
lung cancer	hsa_circ_0006022	0.957644879817963
lung cancer	hsa_circ_0008310	0.900934875011444
lung cancer	hsa_circ_0075736	0.977135419845581
lung cancer	hsa_circ_0001275	0.993434906005859
lung cancer	hsa_circ_0000026	0.949680030345917
lung cancer	hsa_circ_0068669	0.978139460086822
lung cancer	hsa_circ_0007534	0.995792150497436
lung cancer	hsa_circ_0086414	0.982770085334778
lung cancer	hsa_circ_0046449	0.98492819070816
lung cancer	hsa_circ_0003570	0.996507108211517
lung cancer	hsa_circ_0000594	0.572282493114471
lung cancer	hsa_circ_0007380	0.889998912811279
lung cancer	hsa_circ_0000981	0.875375211238861
lung cancer	hsa_circ_0020397	0.996850669384003
lung cancer	hsa_circ_0084353	0.986233830451965
lung cancer	hsa_circ_0000237	0.986228823661804
lung cancer	hsa_circ_0048232	0.981376349925995
lung cancer	hsa_circ_0000839	0.9724480509758
lung cancer	hsa_circ_0003838	0.931994318962097
lung cancer	hsa_circ_0005075	0.988367974758148
lung cancer	hsa_circ_0082333	0.92462170124054
lung cancer	hsa_circ_0003906	0.976845383644104
lung cancer	hsa_circ_0008450	0.968677401542664
lung cancer	hsa_circ_0001633	0.969864666461945
lung cancer	hsa_circ_0005949	0.985223293304443
lung cancer	hsa_circ_0023918	0.903417408466339
lung cancer	hsa_circ_0000893	0.712641775608063
lung cancer	hsa_circ_0002078	0.952806234359741
lung cancer	hsa_circ_0003221	0.838341534137726
lung cancer	hsa_circ_0010008	0.980923056602478
lung cancer	hsa_circ_0006988	0.645538508892059
lung cancer	hsa_circ_0021093	0.965417802333832
lung cancer	hsa_circ_0004458	0.671871840953827
lung cancer	hsa_circ_0015703	0.965784013271332
lung cancer	hsa_circ_0000523	0.932008326053619
lung cancer	hsa_circ_0005273	0.928833067417145
lung cancer	hsa_circ_0001313	0.98949134349823
lung cancer	hsa_circ_0001135	0.977383971214294
lung cancer	hsa_circ_0011946	0.549086451530457
lung cancer	hsa_circ_0017949	0.987420499324799
lung cancer	hsa_circ_0024169	0.976986825466156
lung cancer	hsa_circ_0004383	0.908003032207489
lung cancer	hsa_circ_0085567	0.854440212249756
lung cancer	hsa_circ_0040809	0.668355405330658
lung cancer	hsa_circ_0000638	0.965869545936584
lung cancer	hsa_circ_0001667	0.972714483737946
lung cancer	hsa_circ_0001410	0.865128695964813
lung cancer	hsa_circ_0001598	0.994534492492676
lung cancer	hsa_circ_0079530	0.972553014755249
lung cancer	hsa_circ_0006801	0.894449770450592
lung cancer	hsa_circ_0000426	0.963485300540924
lung cancer	hsa_circ_0001649	0.994345486164093
lung cancer	hsa_circ_0008305	0.901494979858398
lung cancer	hsa_circ_0006404	0.952961683273315
lung cancer	hsa_circ_0064557	0.519684791564941
lung cancer	hsa_circ_0060144	0.505231201648712
lung cancer	hsa_circ_0092024	0.984311878681183
lung cancer	hsa_circ_0006174	0.982628703117371
lung cancer	hsa_circ_0002138	0.868987381458283
lung cancer	hsa_circ_0010567	0.993223905563354
lung cancer	hsa_circ_0016347	0.752735674381256
lung cancer	hsa_circ_0003098	0.990462124347687
lung cancer	hsa_circ_0036159	0.840931832790375
lung cancer	hsa_circ_0002702	0.989860117435455
lung cancer	hsa_circ_0018293	0.982685804367065
lung cancer	hsa_circ_0067531	0.986573457717896
lung cancer	hsa_circ_0008717	0.824791967868805
lung cancer	hsa_circ_0000144	0.977698504924774
lung cancer	hsa_circ_0079891	0.838177680969238
lung cancer	hsa_circ_0087862	0.794438064098358
lung cancer	hsa_circ_0067103	0.807514011859894
lung cancer	hsa_circ_0000627	0.916802287101746
lung cancer	hsa_circ_0012673	0.960493683815002
lung cancer	hsa_circ_0006186	0.890779793262482
lung cancer	hsa_circ_0000175	0.876797199249268
lung cancer	hsa_circ_0003880	0.824791967868805
lung cancer	hsa_circ_0005046	0.990963578224182
lung cancer	hsa_circ_0074930	0.984867990016937
lung cancer	hsa_circ_0000518	0.548810124397278
lung cancer	hsa_circ_0005004	0.990534067153931
lung cancer	hsa_circ_0005214	0.985041916370392
lung cancer	hsa_circ_0004018	0.9863440990448
lung cancer	hsa_circ_0005986	0.95262748003006
lung cancer	hsa_circ_0006528	0.849768340587616
lung cancer	hsa_circ_0086376	0.940652787685394
lung cancer	hsa_circ_0000915	0.951550900936127
lung cancer	hsa_circ_0002168	0.978460371494293
lung cancer	hsa_circ_0008345	0.978631258010864
lung cancer	hsa_circ_0002190	0.893948018550873
lung cancer	hsa_circ_0049657	0.764565229415894
lung cancer	hsa_circ_0006411	0.994532227516174
lung cancer	hsa_circ_0000118	0.971102774143219
lung cancer	hsa_circ_0008945	0.987155914306641
lung cancer	hsa_circ_0003922	0.977221488952637
lung cancer	hsa_circ_0014717	0.82866907119751
lung cancer	hsa_circ_0008494	0.99283093214035
lung cancer	hsa_circ_0004619	0.697927594184876
lung cancer	hsa_circ_0074806	0.98361086845398
lung cancer	hsa_circ_0006147	0.684791266918182
lung cancer	hsa_circ_0000732	0.975749731063843
lung cancer	hsa_circ_0007006	0.95344877243042
lung cancer	hsa_circ_0000130	0.992708623409271
lung cancer	hsa_circ_0007874	0.987686395645142
lung cancer	hsa_circ_0000831	0.695013999938965
lung cancer	hsa_circ_0068033	0.844541370868683
lung cancer	hsa_circ_0001724	0.937259793281555
lung cancer	hsa_circ_0001785	0.929578840732574
lung cancer	hsa_circ_0043138	0.986724853515625
lung cancer	hsa_circ_0016760	0.968356847763062
lung cancer	hsa_circ_0004771	0.626662075519562
lung cancer	hsa_circ_0084021	0.98361086845398
lung cancer	hsa_circ_0001721	0.880401492118835
lung cancer	hsa_circ_0007385	0.971796214580536
lung cancer	hsa_circ_0000199	0.602705419063568
lung cancer	hsa_circ_0000497	0.93682849407196
lung cancer	hsa_circ_0007551	0.974268198013306
lung cancer	hsa_circ_0072088	0.940828859806061
lung cancer	hsa_circ_0000140	0.88427609205246
lung cancer	hsa_circ_0067934	0.954037129878998
lung cancer	hsa_circ_0071589	0.788414478302002
lung cancer	hsa_circ_0000911	0.875567853450775
lung cancer	hsa_circ_0008433	0.816778242588043
lung cancer	hsa_circ_0005603	0.876713514328003
lung cancer	hsa_circ_0005684	0.949552953243256
lung cancer	hsa_circ_0008509	0.955902993679047
lung cancer	hsa_circ_0007374	0.992162883281708
lung cancer	hsa_circ_0001875	0.982237040996552
lung cancer	hsa_circ_0001451	0.97364330291748
lung cancer	hsa_circ_0092315	0.801215887069702
lung cancer	hsa_circ_0007031	0.97880631685257
lung cancer	hsa_circ_0001423	0.834171652793884
lung cancer	hsa_circ_0003183	0.981983304023743
lung cancer	hsa_circ_0000677	0.973325848579407
lung cancer	hsa_circ_0001259	0.850237131118774
lung cancer	hsa_circ_0023903	0.819989085197449
lung cancer	hsa_circ_0092340	0.752735674381256
lung cancer	hsa_circ_0003505	0.559337317943573
lung cancer	hsa_circ_0016901	0.916966259479523
lung cancer	hsa_circ_0000504	0.907733619213104
lung cancer	hsa_circ_0007769	0.799463450908661
lung cancer	hsa_circ_0000522	0.853504836559296
lung cancer	hsa_circ_0016723	0.929068505764008
lung cancer	hsa_circ_0002052	0.756848752498627
lung cancer	hsa_circ_0002133	0.965136349201202
lung cancer	hsa_circ_0044556	0.967384517192841
lung cancer	hsa_circ_0085154	0.967347800731659
lung cancer	hsa_circ_0022080	0.993497610092163
lung cancer	hsa_circ_0091894	0.981166183948517
lung cancer	hsa_circ_0001206	0.781562209129334
lung cancer	hsa_circ_0001577	0.995681643486023
lung cancer	hsa_circ_0001824	0.985440671443939
lung cancer	hsa_circ_0081342	0.545323967933655
lung cancer	hsa_circ_0000437	0.925903797149658
lung cancer	hsa_circ_0001370	0.550070524215698
lung cancer	hsa_circ_0004846	0.643135786056519
lung cancer	hsa_circ_0015350	0.981778621673584
lung cancer	hsa_circ_0001791	0.930103063583374
lung cancer	hsa_circ_0024997	0.990957975387573
prostate cancer	hsa_circ_0000615	0.823668777942658
prostate cancer	hsa_circ_0001946	0.977576673030853
prostate cancer	hsa_circ_0001727	0.555229485034943
prostate cancer	hsa_circ_0007534	0.956486105918884
prostate cancer	hsa_circ_0086414	0.817954838275909
prostate cancer	hsa_circ_0046449	0.770802676677704
prostate cancer	hsa_circ_0001821	0.632560908794403
prostate cancer	hsa_circ_0003570	0.961735486984253
prostate cancer	hsa_circ_0007380	0.560024797916412
prostate cancer	hsa_circ_0020397	0.662622332572937
prostate cancer	hsa_circ_0000237	0.509461760520935
prostate cancer	hsa_circ_0048232	0.547447085380554
prostate cancer	hsa_circ_0003838	0.506707727909088
prostate cancer	hsa_circ_0023918	0.908056914806366
prostate cancer	hsa_circ_0002078	0.869339048862457
prostate cancer	hsa_circ_0000523	0.961851596832275
prostate cancer	hsa_circ_0001313	0.896900653839111
prostate cancer	hsa_circ_0004383	0.582037925720215
prostate cancer	hsa_circ_0001141	0.940119981765747
prostate cancer	hsa_circ_0000638	0.640357315540314
prostate cancer	hsa_circ_0001649	0.985567808151245
prostate cancer	hsa_circ_0008305	0.957411170005798
prostate cancer	hsa_circ_0092024	0.886072218418121
prostate cancer	hsa_circ_0006174	0.931786894798279
prostate cancer	hsa_circ_0016347	0.524718582630158
prostate cancer	hsa_circ_0003098	0.643795669078827
prostate cancer	hsa_circ_0087862	0.657450377941132
prostate cancer	hsa_circ_0067103	0.561105191707611
prostate cancer	hsa_circ_0000627	0.634414196014404
prostate cancer	hsa_circ_0000175	0.637400150299072
prostate cancer	hsa_circ_0005046	0.955261826515198
prostate cancer	hsa_circ_0008345	0.942110121250153
prostate cancer	hsa_circ_0049657	0.639223873615265
prostate cancer	hsa_circ_0006411	0.930057287216186
prostate cancer	hsa_circ_0007006	0.760751843452454
prostate cancer	hsa_circ_0001724	0.726913273334503
prostate cancer	hsa_circ_0043138	0.788864314556122
prostate cancer	hsa_circ_0072088	0.507361233234406
prostate cancer	hsa_circ_0005603	0.567864179611206
prostate cancer	hsa_circ_0005684	0.874800860881805
prostate cancer	hsa_circ_0008509	0.577236533164978
prostate cancer	hsa_circ_0001875	0.609570145606995
prostate cancer	hsa_circ_0001451	0.759169399738312
prostate cancer	hsa_circ_0007031	0.961939871311188
prostate cancer	hsa_circ_0001423	0.581287503242493
prostate cancer	hsa_circ_0068087	0.778577268123627
prostate cancer	hsa_circ_0043256	0.921647012233734
prostate cancer	hsa_circ_0000677	0.843805253505707
prostate cancer	hsa_circ_0023903	0.965763926506042
prostate cancer	hsa_circ_0092340	0.550436854362488
prostate cancer	hsa_circ_0000284	0.619469106197357
prostate cancer	hsa_circ_0000504	0.93650209903717
prostate cancer	hsa_circ_0002052	0.530257642269135
prostate cancer	hsa_circ_0054155	0.562620103359222
prostate cancer	hsa_circ_0022080	0.697586834430695
prostate cancer	hsa_circ_0091894	0.665431797504425
prostate cancer	hsa_circ_0000437	0.807536482810974
prostate cancer	hsa_circ_0024997	0.950190961360931
